ssn,role,birth_date,hire_date,termination_date,gross_compensation,plan_year_compensation,capped_compensation,pre_tax_deferral_percentage,pre_tax_contributions,employer_non_elective_contribution,employer_match_contribution
DUMMY_NH_119108_000015,Staff,1993-02-20,2022-04-14 00:00:00.000000,,59167.02,42470.57,42470.57,5,2123.53,0.0,1061.77
DUMMY_NH_141492_000016,Staff,1986-08-16,2022-03-26 00:00:00.000000,2022-04-01,61826.15,1185.71,1185.71,5,59.29,0.0,29.64
DUMMY_NH_654753_000017,Staff,1973-05-24,2022-07-04 00:00:00.000000,,41066.6,20364.53,20364.53,10,2036.45,0.0,610.93
DUMMY_NH_825227_000018,Staff,1969-10-20,2022-05-22 00:00:00.000000,,32200.5,19761.4,19761.4,0,0.0,0.0,0.0
DUMMY_NH_448655_000019,Staff,1988-06-18,2022-08-10 00:00:00.000000,,58700.4,23158.51,23158.51,6,1389.51,0.0,694.76
DUMMY_NH_686040_000020,Staff,1993-09-17,2022-04-11 00:00:00.000000,,43676.26,31710.16,31710.16,5,1585.51,0.0,792.76
DUMMY_NH_572738_000021,Executive,1981-12-07,2022-09-26 00:00:00.000000,2022-12-10,213225.2,44397.58,44397.58,3,1331.93,0.0,665.96
DUMMY_NH_822672_000022,Staff,1983-06-12,2022-01-17 00:00:00.000000,,51796.11,49525.6,49525.6,3,1485.77,0.0,742.88
DUMMY_NH_759761_000023,Staff,2000-02-27,2022-03-27 00:00:00.000000,,35835.6,27490.32,27490.32,9,2474.13,0.0,824.71
DUMMY_NH_696826_000024,Staff,1984-08-06,2022-07-07 00:00:00.000000,,55286.44,26961.61,26961.61,3,808.85,0.0,404.42
DUMMY_NH_437192_000025,Staff,1983-11-03,2022-03-22 00:00:00.000000,,46276.1,36133.39,36133.39,3,1084.0,0.0,542.0
DUMMY_NH_820886_000026,Staff,1981-07-12,2022-05-27 00:00:00.000000,2022-09-01,64476.39,17311.47,17311.47,5,865.57,0.0,432.78
DUMMY_NH_109271_000027,Staff,1986-02-03,2022-11-15 00:00:00.000000,2022-11-15,39599.24,108.49,108.49,1,1.08,0.0,0.54
DUMMY_NH_813501_000028,Manager,1975-05-27,2022-07-02 00:00:00.000000,,85049.06,42641.04,42641.04,3,1279.23,0.0,639.62
DUMMY_NH_375106_000029,Staff,1990-03-09,2022-12-29 00:00:00.000000,2022-12-29,41928.71,114.87,114.87,1,1.15,0.0,0.57
DUMMY_NH_218260_000030,Staff,1978-01-19,2022-04-15 00:00:00.000000,2022-07-30,52689.1,15445.85,15445.85,10,1544.58,0.0,463.38
DUMMY_NH_876550_000031,Executive,1990-03-01,2022-11-11 00:00:00.000000,2022-11-24,214628.26,8232.32,8232.32,5,411.62,0.0,205.81
DUMMY_NH_518081_000032,Staff,1996-03-20,2022-07-09 00:00:00.000000,,35668.01,17198.82,17198.82,1,171.99,0.0,86.0
DUMMY_NH_416017_000033,Manager,1989-06-15,2022-06-07 00:00:00.000000,2022-10-05,110153.61,36516.68,36516.68,0,0.0,0.0,0.0
DUMMY_NH_577510_000034,Manager,1968-08-02,2022-06-26 00:00:00.000000,,88101.88,45619.88,45619.88,10,4561.99,0.0,1368.6
DUMMY_NH_135848_000035,Staff,1993-11-06,2022-04-20 00:00:00.000000,2022-12-14,32657.71,21384.09,21384.09,3,641.52,0.0,320.76
DUMMY_NH_644387_000036,Staff,1984-02-24,2022-11-15 00:00:00.000000,,51724.81,6660.45,6660.45,3,199.81,0.0,99.9
DUMMY_NH_150665_000037,Manager,1979-07-24,2022-05-29 00:00:00.000000,,89329.38,53108.15,53108.15,3,1593.24,0.0,796.62
DUMMY_NH_343964_000038,Staff,1987-05-01,2022-03-13 00:00:00.000000,,46359.28,37341.45,37341.45,10,3734.14,0.0,1120.24
DUMMY_NH_790306_000039,Manager,1987-10-18,2022-06-24 00:00:00.000000,,78303.46,40975.24,40975.24,4,1639.01,0.0,819.5
DUMMY_NH_575132_000040,Staff,1979-09-28,2022-02-01 00:00:00.000000,,41579.71,38048.28,38048.28,0,0.0,0.0,0.0
DUMMY_NH_875935_000041,Staff,1965-08-26,2022-06-16 00:00:00.000000,,47438.48,25863.72,25863.72,7,1810.46,0.0,775.91
DUMMY_NH_768228_000042,Staff,1987-05-03,2022-06-29 00:00:00.000000,2022-07-18,49283.97,2700.49,2700.49,6,162.03,0.0,81.02
DUMMY_NH_323195_000043,Staff,1967-11-09,2022-10-11 00:00:00.000000,,43138.79,9691.45,9691.45,3,290.74,0.0,145.37
DUMMY_NH_412341_000044,Staff,1970-11-03,2022-04-28 00:00:00.000000,,41281.72,28048.95,28048.95,3,841.47,0.0,420.74
DUMMY_NH_413448_000045,Staff,1989-02-04,2022-07-31 00:00:00.000000,,40578.9,17120.96,17120.96,4,684.84,0.0,342.42
DUMMY_NH_723670_000046,Staff,1977-01-02,2022-06-15 00:00:00.000000,,72353.42,39645.71,39645.71,6,2378.74,0.0,1189.37
DUMMY_NH_283385_000047,Staff,1985-11-09,2022-05-08 00:00:00.000000,2022-05-12,58727.67,804.49,804.49,6,48.27,0.0,24.14
DUMMY_NH_133379_000048,Staff,1974-06-05,2022-05-09 00:00:00.000000,,40756.3,26463.68,26463.68,3,793.91,0.0,396.96
DUMMY_NH_149963_000049,Staff,1970-08-25,2022-05-04 00:00:00.000000,,61674.12,40890.79,40890.79,7,2862.36,0.0,1226.72
DUMMY_NH_623854_000050,Staff,1996-11-10,2022-12-20 00:00:00.000000,2022-12-29,55146.34,1510.86,1510.86,5,75.54,0.0,37.77
DUMMY_NH_445281_000051,Staff,1963-05-18,2022-01-24 00:00:00.000000,2022-04-27,60431.46,15563.17,15563.17,3,466.9,0.0,233.45
DUMMY_NH_675006_000052,Staff,1994-11-21,2022-07-24 00:00:00.000000,,48792.7,21522.26,21522.26,10,2152.23,0.0,645.67
DUMMY_NH_131311_000053,Manager,1974-11-22,2022-10-24 00:00:00.000000,2022-12-24,83850.54,14243.11,14243.11,3,427.29,0.0,213.64
DUMMY_NH_252353_000054,Staff,1982-07-11,2022-03-21 00:00:00.000000,,54863.28,42988.76,42988.76,3,1289.66,0.0,644.83
DUMMY_NH_978861_000055,Staff,1982-09-10,2022-11-11 00:00:00.000000,2022-11-25,51230.16,2105.35,2105.35,3,63.16,0.0,31.58
DUMMY_NH_177874_000056,Staff,1973-09-06,2022-02-03 00:00:00.000000,2022-03-10,50692.71,4999.83,4999.83,2,100.0,0.0,50.0
DUMMY_NH_740173_000057,Staff,1972-03-19,2022-10-31 00:00:00.000000,,52764.5,8962.74,8962.74,3,268.88,0.0,134.44
DUMMY_NH_425486_000058,Staff,1996-02-06,2022-02-04 00:00:00.000000,,37278.07,33805.59,33805.59,5,1690.28,0.0,845.14
DUMMY_NH_785422_000059,Staff,1979-01-21,2022-01-16 00:00:00.000000,,37061.48,35538.41,35538.41,4,1421.54,0.0,710.77
DUMMY_NH_495303_000060,Manager,1998-04-18,2022-08-20 00:00:00.000000,,65671.58,24109.57,24109.57,3,723.29,0.0,361.64
DUMMY_NH_477460_000061,Staff,1985-10-04,2022-08-14 00:00:00.000000,,42458.11,16285.3,16285.3,3,488.56,0.0,244.28
DUMMY_NH_503519_000062,Staff,1981-07-12,2022-09-23 00:00:00.000000,2022-09-25,49281.9,405.06,405.06,10,40.51,0.0,12.15
DUMMY_NH_700384_000063,Staff,1972-08-22,2022-09-29 00:00:00.000000,2022-11-17,49103.06,6726.45,6726.45,3,201.79,0.0,100.9
DUMMY_NH_287710_000064,Executive,1985-02-18,2022-08-15 00:00:00.000000,2022-11-05,281681.7,64053.65,64053.65,3,1921.61,0.0,960.8
DUMMY_NH_185483_000065,Staff,1995-02-28,2022-04-05 00:00:00.000000,,49381.02,36663.72,36663.72,3,1099.91,0.0,549.96
DUMMY_NH_829474_000066,Staff,1983-05-10,2022-06-19 00:00:00.000000,2022-09-23,40218.82,10688.29,10688.29,3,320.65,0.0,160.32
DUMMY_NH_863020_000067,Staff,1993-04-14,2022-04-17 00:00:00.000000,2022-05-13,54608.78,4039.55,4039.55,0,0.0,0.0,0.0
DUMMY_NH_176915_000068,Manager,1987-12-27,2022-11-19 00:00:00.000000,2022-11-28,85210.51,2334.53,2334.53,3,70.04,0.0,35.02
DUMMY_NH_894374_000069,Staff,1971-05-24,2022-01-31 00:00:00.000000,,46101.48,42312.32,42312.32,5,2115.62,0.0,1057.81
DUMMY_NH_607857_000070,Staff,1976-12-10,2022-04-26 00:00:00.000000,,76344.29,52290.61,52290.61,10,5229.06,0.0,1568.72
DUMMY_NH_890304_000071,Staff,1984-07-01,2022-05-07 00:00:00.000000,,43616.14,28559.61,28559.61,3,856.79,0.0,428.4
DUMMY_NH_606229_000072,Staff,1981-05-15,2022-11-19 00:00:00.000000,2022-11-28,53105.7,1454.95,1454.95,3,43.65,0.0,21.82
DUMMY_NH_719786_000073,Staff,1974-02-24,2022-01-19 00:00:00.000000,,58357.53,55479.62,55479.62,3,1664.39,0.0,832.2
DUMMY_NH_532446_000074,Staff,1968-05-05,2022-06-06 00:00:00.000000,,61176.11,35029.61,35029.61,4,1401.18,0.0,700.59
DUMMY_NH_909273_000075,Staff,1976-02-04,2022-03-16 00:00:00.000000,,41470.01,33062.39,33062.39,3,991.87,0.0,495.94
DUMMY_NH_304671_000076,Staff,1985-12-02,2022-09-10 00:00:00.000000,,61262.98,18966.35,18966.35,10,1896.64,0.0,568.99
DUMMY_NH_671279_000077,Manager,1984-12-07,2022-05-13 00:00:00.000000,2022-07-30,90578.95,19604.76,19604.76,3,588.14,0.0,294.07
DUMMY_NH_855645_000078,Manager,1982-01-14,2022-06-27 00:00:00.000000,,94323.44,48583.03,48583.03,3,1457.49,0.0,728.74
DUMMY_NH_319667_000079,Manager,1987-07-28,2022-03-17 00:00:00.000000,,71396.44,56725.94,56725.94,0,0.0,0.0,0.0
DUMMY_NH_189342_000080,Staff,1966-05-03,2022-03-13 00:00:00.000000,,68489.62,55166.98,55166.98,3,1655.01,0.0,827.5
DUMMY_NH_893592_000081,Staff,1967-07-15,2022-11-13 00:00:00.000000,2022-11-13,57411.8,157.29,157.29,10,15.73,0.0,4.72
DUMMY_NH_748597_000082,Staff,1995-10-23,2022-03-17 00:00:00.000000,2022-09-16,49481.74,24944.22,24944.22,3,748.33,0.0,374.16
DUMMY_NH_641641_000083,Manager,1994-03-08,2022-09-24 00:00:00.000000,,85446.06,23175.78,23175.78,7,1622.3,0.0,695.28
DUMMY_NH_422981_000084,Staff,1982-11-19,2022-08-29 00:00:00.000000,,61435.27,21039.48,21039.48,5,1051.97,0.0,525.98
DUMMY_NH_760651_000085,Staff,1988-05-25,2022-06-09 00:00:00.000000,,54625.14,30829.53,30829.53,7,2158.07,0.0,924.88
DUMMY_NH_807754_000086,Staff,1985-09-15,2022-12-28 00:00:00.000000,2022-12-29,61760.54,338.41,338.41,3,10.15,0.0,5.08
DUMMY_NH_580169_000087,Staff,1975-09-15,2022-01-28 00:00:00.000000,,43701.85,40469.11,40469.11,3,1214.07,0.0,607.04
DUMMY_NH_729468_000088,Staff,1980-12-23,2022-12-19 00:00:00.000000,2022-12-28,57872.64,1585.55,1585.55,2,31.71,0.0,15.86
DUMMY_NH_727618_000089,Staff,1978-02-04,2022-04-08 00:00:00.000000,,76618.28,56256.71,56256.71,3,1687.7,0.0,843.85
DUMMY_NH_686980_000090,Staff,1970-02-06,2022-05-11 00:00:00.000000,2022-12-24,57336.76,35815.84,35815.84,7,2507.11,0.0,1074.47
DUMMY_NH_375955_000091,Manager,1986-12-27,2022-05-03 00:00:00.000000,2022-07-26,87650.31,20411.72,20411.72,5,1020.59,0.0,510.3
DUMMY_NH_111944_000092,Staff,1996-06-21,2022-05-28 00:00:00.000000,,42421.66,25336.77,25336.77,3,760.1,0.0,380.05
DUMMY_NH_594680_000093,Staff,1978-12-28,2022-11-10 00:00:00.000000,2022-12-03,53835.27,3539.85,3539.85,5,176.99,0.0,88.5
DUMMY_NH_388407_000094,Manager,1971-12-18,2022-03-21 00:00:00.000000,,98643.18,77293.01,77293.01,3,2318.79,0.0,1159.4
DUMMY_NH_247354_000095,Staff,1996-11-08,2022-09-15 00:00:00.000000,2022-12-04,48823.52,10834.81,10834.81,0,0.0,0.0,0.0
DUMMY_NH_530027_000096,Staff,1986-12-26,2022-05-05 00:00:00.000000,,54104.54,35723.82,35723.82,3,1071.71,0.0,535.86
DUMMY_NH_401159_000097,Staff,1994-08-18,2022-03-30 00:00:00.000000,,70687.69,53645.18,53645.18,5,2682.26,0.0,1341.13
DUMMY_NH_918467_000098,Staff,1980-02-13,2022-07-16 00:00:00.000000,,56993.56,26388.8,26388.8,3,791.66,0.0,395.83
DUMMY_NH_440860_000099,Staff,1968-02-25,2022-12-11 00:00:00.000000,2022-12-28,54317.37,2678.66,2678.66,3,80.36,0.0,40.18
DUMMY_NH_518967_000100,Staff,1991-07-09,2022-09-02 00:00:00.000000,2022-09-08,57435.95,1101.51,1101.51,3,33.05,0.0,16.52
DUMMY_NH_173271_000101,Staff,1994-01-03,2022-06-29 00:00:00.000000,,42782.46,21801.47,21801.47,5,1090.07,0.0,545.04
DUMMY_NH_232373_000102,Executive,1987-09-16,2022-03-15 00:00:00.000000,,231973.42,185578.74,185578.74,10,18557.87,0.0,5567.36
DUMMY_NH_772403_000103,Staff,1984-01-10,2022-08-27 00:00:00.000000,2022-11-16,50249.78,11288.99,11288.99,3,338.67,0.0,169.34
DUMMY_NH_802094_000104,Staff,1972-12-27,2022-10-26 00:00:00.000000,2022-12-21,49498.07,7729.84,7729.84,10,772.98,0.0,231.9
DUMMY_NH_422109_000105,Staff,1984-11-19,2022-06-29 00:00:00.000000,,51609.09,26299.43,26299.43,0,0.0,0.0,0.0
DUMMY_NH_972212_000106,Manager,1998-04-21,2022-05-22 00:00:00.000000,2022-08-24,108574.1,28259.01,28259.01,0,0.0,0.0,0.0
DUMMY_NH_169447_000107,Staff,1976-10-19,2022-03-28 00:00:00.000000,,58532.92,44741.6,44741.6,3,1342.25,0.0,671.12
DUMMY_NH_178330_000108,Staff,1987-05-25,2022-11-30 00:00:00.000000,2022-12-01,49629.12,271.94,271.94,5,13.6,0.0,6.8
DUMMY_NH_949514_000109,Staff,1988-09-20,2022-11-26 00:00:00.000000,2022-11-30,50490.28,691.65,691.65,1,6.92,0.0,3.46
DUMMY_NH_123915_000110,Staff,1995-12-02,2022-02-05 00:00:00.000000,,43156.51,39018.21,39018.21,0,0.0,0.0,0.0
DUMMY_NH_425129_000111,Manager,1980-10-07,2022-01-10 00:00:00.000000,,121791.17,118788.1,118788.1,0,0.0,0.0,0.0
DUMMY_NH_264497_000112,Staff,1983-02-14,2022-08-25 00:00:00.000000,2022-09-06,52856.26,1882.55,1882.55,5,94.13,0.0,47.06
DUMMY_NH_599085_000113,Staff,2000-02-07,2022-10-22 00:00:00.000000,2022-12-03,44252.37,5213.29,5213.29,6,312.8,0.0,156.4
DUMMY_NH_918294_000114,Staff,1999-05-25,2022-12-19 00:00:00.000000,2022-12-28,30000.0,821.92,821.92,6,49.32,0.0,24.66
DUMMY_NH_135010_000115,Staff,1965-01-08,2022-07-17 00:00:00.000000,,56993.83,26232.78,26232.78,5,1311.64,0.0,655.82
DUMMY_NH_405491_000116,Staff,1989-01-28,2022-03-20 00:00:00.000000,,44519.05,35005.39,35005.39,3,1050.16,0.0,525.08
DUMMY_NH_553666_000117,Manager,1987-08-24,2022-09-13 00:00:00.000000,2022-11-07,115124.06,17662.87,17662.87,3,529.89,0.0,264.94
DUMMY_NH_386272_000118,Staff,1993-07-03,2022-08-21 00:00:00.000000,2022-08-27,50384.41,966.28,966.28,0,0.0,0.0,0.0
DUMMY_NH_184487_000119,Staff,1968-07-08,2022-08-13 00:00:00.000000,,64868.13,25058.65,25058.65,3,751.76,0.0,375.88
DUMMY_NH_908104_000120,Executive,1987-02-26,2022-02-10 00:00:00.000000,,197691.23,176026.44,176026.44,10,17602.64,0.0,5280.8
DUMMY_NH_714657_000121,Staff,1994-05-02,2022-05-29 00:00:00.000000,2022-10-14,43251.42,16471.09,16471.09,4,658.84,0.0,329.42
DUMMY_NH_233953_000122,Staff,1979-02-08,2022-05-09 00:00:00.000000,,45019.55,29231.87,29231.87,3,876.96,0.0,438.48
DUMMY_NH_605390_000123,Staff,1987-10-17,2022-05-02 00:00:00.000000,2022-10-20,74899.15,35294.94,35294.94,7,2470.65,0.0,1058.85
DUMMY_NH_870381_000124,Staff,1975-07-12,2022-04-04 00:00:00.000000,,41197.75,30700.79,30700.79,4,1228.03,0.0,614.02
DUMMY_NH_959834_000125,Manager,1982-04-09,2022-01-05 00:00:00.000000,2022-09-19,107826.06,76216.78,76216.78,0,0.0,0.0,0.0
DUMMY_NH_743508_000126,Manager,1976-10-11,2022-10-29 00:00:00.000000,2022-12-03,109771.9,10826.82,10826.82,5,541.34,0.0,270.67
DUMMY_NH_412802_000127,Staff,1989-10-25,2022-05-09 00:00:00.000000,,36681.88,23818.1,23818.1,3,714.54,0.0,357.27
DUMMY_NH_729502_000128,Staff,1996-12-02,2022-12-21 00:00:00.000000,2022-12-26,60385.53,992.64,992.64,3,29.78,0.0,14.89
DUMMY_NH_652683_000129,Executive,1984-05-25,2022-10-21 00:00:00.000000,,294683.49,58129.35,58129.35,6,3487.76,0.0,1743.88
DUMMY_NH_212047_000130,Staff,1979-12-01,2022-04-27 00:00:00.000000,2022-10-28,44284.07,22445.35,22445.35,2,448.91,0.0,224.46
DUMMY_NH_658106_000131,Manager,1987-04-15,2022-08-12 00:00:00.000000,,100780.49,39207.75,39207.75,3,1176.23,0.0,588.12
DUMMY_NH_302986_000132,Manager,1977-04-25,2022-06-27 00:00:00.000000,2022-08-11,107670.11,13569.38,13569.38,4,542.78,0.0,271.39
DUMMY_NH_568721_000133,Staff,1979-03-02,2022-03-28 00:00:00.000000,,53043.3,40545.43,40545.43,0,0.0,0.0,0.0
DUMMY_NH_704241_000134,Manager,1987-08-19,2022-07-08 00:00:00.000000,,94974.2,46055.98,46055.98,3,1381.68,0.0,690.84
DUMMY_NH_622460_000135,Manager,1970-07-23,2022-12-18 00:00:00.000000,2022-12-20,74837.03,615.1,615.1,10,61.51,0.0,18.45
DUMMY_NH_144893_000136,Manager,1970-04-19,2022-12-15 00:00:00.000000,2022-12-18,126049.32,1381.36,1381.36,8,110.51,0.0,41.44
DUMMY_NH_860869_000137,Staff,1984-08-23,2022-06-16 00:00:00.000000,2022-11-27,60485.63,27342.82,27342.82,1,273.43,0.0,136.72
DUMMY_NH_846982_000138,Staff,1984-12-02,2022-10-13 00:00:00.000000,,50233.4,11010.06,11010.06,3,330.3,0.0,165.15
DUMMY_NH_538682_000139,Executive,1990-02-17,2022-02-02 00:00:00.000000,2022-11-06,274732.13,209248.03,209248.03,3,6277.44,0.0,3138.72
DUMMY_NH_879932_000140,Staff,1990-01-02,2022-01-09 00:00:00.000000,2022-03-07,41715.76,6628.81,6628.81,1,66.29,0.0,33.15
DUMMY_NH_712693_000141,Staff,1980-09-09,2022-02-22 00:00:00.000000,,42581.3,36514.92,36514.92,10,3651.49,0.0,1095.45
DUMMY_NH_537598_000142,Staff,1968-02-26,2022-10-03 00:00:00.000000,,38701.55,9542.85,9542.85,3,286.29,0.0,143.15
DUMMY_NH_265009_000143,Staff,1965-08-03,2022-06-08 00:00:00.000000,,57062.86,32361.68,32361.68,3,970.85,0.0,485.42
DUMMY_NH_291131_000144,Manager,1983-11-19,2022-11-20 00:00:00.000000,,89146.8,10257.99,10257.99,3,307.74,0.0,153.87
DUMMY_NH_728324_000145,Executive,1975-06-04,2022-12-29 00:00:00.000000,2022-12-29,178133.74,488.04,488.04,3,14.64,0.0,7.32
DUMMY_NH_383351_000146,Staff,1970-04-22,2022-07-22 00:00:00.000000,,61406.17,27422.48,27422.48,2,548.45,0.0,274.23
DUMMY_NH_825053_000147,Staff,1985-11-20,2022-01-12 00:00:00.000000,,49722.27,48223.79,48223.79,2,964.48,0.0,482.24
DUMMY_NH_100566_000148,Staff,1993-04-17,2022-09-07 00:00:00.000000,2022-12-20,39933.66,11487.77,11487.77,8,919.02,0.0,344.64
DUMMY_NH_573013_000149,Manager,1975-03-02,2022-04-20 00:00:00.000000,2022-08-19,167562.68,56007.25,56007.25,6,3360.44,0.0,1680.22
DUMMY_NH_335357_000150,Manager,1998-07-26,2022-02-10 00:00:00.000000,,100500.47,89486.72,89486.72,3,2684.6,0.0,1342.3
DUMMY_NH_916301_000151,Staff,1989-01-07,2022-11-08 00:00:00.000000,2022-11-26,42654.37,2220.36,2220.36,3,66.61,0.0,33.3
DUMMY_NH_132785_000152,Staff,1982-02-01,2022-04-11 00:00:00.000000,2022-05-02,50569.85,3048.05,3048.05,5,152.4,0.0,76.2
DUMMY_NH_913828_000153,Manager,1977-12-14,2022-01-23 00:00:00.000000,,128834.97,121069.57,121069.57,2,2421.39,0.0,1210.7
DUMMY_NH_687279_000154,Staff,1979-03-20,2022-01-13 00:00:00.000000,,52272.94,50554.38,50554.38,3,1516.63,0.0,758.32
DUMMY_NH_139068_000155,Manager,1974-04-21,2022-05-16 00:00:00.000000,,132521.49,83506.69,83506.69,4,3340.27,0.0,1670.14
DUMMY_NH_456264_000156,Manager,1991-04-27,2022-12-16 00:00:00.000000,2022-12-31,103114.61,4520.09,4520.09,3,135.6,0.0,67.8
DUMMY_NH_373110_000157,Staff,1986-10-21,2022-06-26 00:00:00.000000,2022-08-13,49263.57,6613.47,6613.47,2,132.27,0.0,66.14
DUMMY_NH_739959_000158,Executive,1983-03-26,2022-03-21 00:00:00.000000,,130000.0,101863.01,101863.01,3,3055.89,0.0,1527.94
DUMMY_NH_284574_000159,Manager,1963-06-28,2022-02-28 00:00:00.000000,,112918.16,94975.0,94975.0,1,949.75,0.0,474.88
DUMMY_NH_479906_000160,Manager,1997-10-14,2022-09-30 00:00:00.000000,,83278.49,21218.9,21218.9,3,636.57,0.0,318.29
DUMMY_NH_180661_000161,Staff,1984-11-13,2022-01-20 00:00:00.000000,,45412.68,43048.73,43048.73,3,1291.46,0.0,645.73
DUMMY_NH_596791_000162,Staff,1962-01-11,2022-07-19 00:00:00.000000,,50953.93,23173.57,23173.57,5,1158.68,0.0,579.34
DUMMY_NH_668631_000163,Staff,1972-04-04,2022-05-27 00:00:00.000000,,73410.85,44046.51,44046.51,2,880.93,0.0,440.46
DUMMY_NH_405915_000164,Staff,1985-02-02,2022-01-27 00:00:00.000000,,45131.24,41916.41,41916.41,3,1257.49,0.0,628.74
DUMMY_NH_981212_000165,Staff,1967-06-16,2022-07-29 00:00:00.000000,,52546.1,22458.06,22458.06,10,2245.81,0.0,673.74
DUMMY_NH_728367_000166,Staff,1984-08-20,2022-08-31 00:00:00.000000,,48944.95,16493.78,16493.78,2,329.88,0.0,164.94
DUMMY_NH_594652_000167,Staff,1997-04-13,2022-01-21 00:00:00.000000,,48405.48,45753.12,45753.12,10,4575.31,0.0,1372.6
DUMMY_NH_924634_000168,Staff,1983-06-27,2022-10-07 00:00:00.000000,2022-11-25,48433.96,6634.79,6634.79,6,398.09,0.0,199.04
DUMMY_NH_517338_000169,Staff,1995-12-22,2022-06-21 00:00:00.000000,,36575.87,19440.33,19440.33,3,583.21,0.0,291.6
DUMMY_NH_363244_000170,Staff,1981-01-28,2022-10-02 00:00:00.000000,2022-11-06,49300.2,4862.49,4862.49,2,97.25,0.0,48.62
DUMMY_NH_225075_000171,Manager,1993-11-03,2022-05-23 00:00:00.000000,,69637.31,42545.53,42545.53,3,1276.37,0.0,638.18
DUMMY_NH_252988_000172,Staff,1981-05-20,2022-06-30 00:00:00.000000,2022-10-22,64297.09,20257.99,20257.99,5,1012.9,0.0,506.45
DUMMY_NH_501738_000173,Staff,1988-02-22,2022-02-24 00:00:00.000000,,40479.25,34490.54,34490.54,3,1034.72,0.0,517.36
DUMMY_NH_231049_000174,Staff,1979-06-23,2022-09-24 00:00:00.000000,2022-10-08,43577.02,1790.84,1790.84,0,0.0,0.0,0.0
DUMMY_NH_587025_000175,Manager,1975-12-19,2022-04-26 00:00:00.000000,,93408.42,63978.37,63978.37,2,1279.57,0.0,639.78
DUMMY_NH_857669_000176,Staff,1984-06-23,2022-08-16 00:00:00.000000,,53046.16,20055.81,20055.81,3,601.67,0.0,300.83
DUMMY_NH_935295_000177,Staff,1975-04-06,2022-08-04 00:00:00.000000,,53652.82,22049.1,22049.1,3,661.47,0.0,330.74
DUMMY_NH_233386_000178,Staff,1990-03-25,2022-05-18 00:00:00.000000,,43413.65,27118.66,27118.66,10,2711.87,0.0,813.56
DUMMY_NH_241421_000179,Staff,1961-07-04,2022-02-23 00:00:00.000000,,51842.05,44314.3,44314.3,3,1329.43,0.0,664.72
DUMMY_NH_998342_000180,Staff,1985-02-22,2022-12-16 00:00:00.000000,2022-12-25,41096.37,1125.93,1125.93,4,45.04,0.0,22.52
DUMMY_NH_172663_000181,Staff,1969-09-07,2022-03-26 00:00:00.000000,,50539.14,38908.21,38908.21,10,3890.82,0.0,1167.24
DUMMY_NH_974412_000182,Manager,1972-02-20,2022-01-28 00:00:00.000000,,128110.14,118633.5,118633.5,3,3559.0,0.0,1779.5
DUMMY_NH_602640_000183,Manager,1977-10-26,2022-01-01 00:00:00.000000,,88053.57,88053.57,88053.57,10,8805.36,0.0,2641.6
