ssn,role,birth_date,hire_date,termination_date,gross_compensation,plan_year_compensation,capped_compensation,pre_tax_deferral_percentage,pre_tax_contributions,employer_non_elective_contribution,employer_match_contribution
DUMMY_NH_761830_000065,Manager,1984-02-09,2023-12-03 00:00:00.000000,2023-12-22,76239.7,4177.52,4177.52,3,125.33,0.0,62.66
DUMMY_NH_153887_000066,Manager,1984-10-05,2023-04-18 00:00:00.000000,2023-05-29,84975.05,9777.95,9777.95,3,293.34,0.0,146.67
DUMMY_NH_327920_000067,Executive,1977-09-13,2023-11-07 00:00:00.000000,2023-12-21,324237.23,39974.45,39974.45,3,1199.23,0.0,599.62
DUMMY_NH_155395_000068,Staff,1984-01-24,2023-02-04 00:00:00.000000,,63002.88,57134.12,57134.12,3,1714.02,0.0,857.01
DUMMY_NH_327083_000069,Staff,2000-06-19,2023-02-23 00:00:00.000000,2023-10-28,42065.43,28581.44,28581.44,3,857.44,0.0,428.72
DUMMY_NH_744413_000070,Manager,1981-08-07,2023-05-23 00:00:00.000000,,91723.59,56039.34,56039.34,10,5603.93,0.0,1681.18
DUMMY_NH_483126_000071,Staff,1977-11-15,2023-10-27 00:00:00.000000,,53290.28,9636.05,9636.05,10,963.6,0.0,289.08
DUMMY_NH_327113_000072,Staff,1981-08-12,2023-03-30 00:00:00.000000,2023-11-12,51371.54,32089.62,32089.62,3,962.69,0.0,481.34
DUMMY_NH_497810_000073,Staff,1979-04-06,2023-07-10 00:00:00.000000,,40936.12,19626.91,19626.91,10,1962.69,0.0,588.8
DUMMY_NH_511253_000074,Staff,1984-07-27,2023-01-31 00:00:00.000000,,48372.39,44396.58,44396.58,3,1331.9,0.0,665.95
DUMMY_NH_460942_000075,Staff,1975-04-14,2023-05-26 00:00:00.000000,,66034.34,39801.52,39801.52,5,1990.08,0.0,995.04
DUMMY_NH_546013_000076,Staff,1988-02-17,2023-03-12 00:00:00.000000,,44564.3,36017.72,36017.72,5,1800.89,0.0,900.44
DUMMY_NH_490721_000077,Staff,1966-11-22,2023-12-05 00:00:00.000000,2023-12-26,45897.83,2766.44,2766.44,9,248.98,0.0,83.0
DUMMY_NH_166887_000078,Staff,1973-07-17,2023-01-23 00:00:00.000000,,82948.37,77948.74,77948.74,3,2338.46,0.0,1169.23
DUMMY_NH_261190_000079,Staff,1984-06-26,2023-08-19 00:00:00.000000,,49604.85,18347.0,18347.0,3,550.41,0.0,275.2
DUMMY_NH_231247_000080,Staff,1999-01-15,2023-03-31 00:00:00.000000,,33949.96,25671.75,25671.75,3,770.15,0.0,385.08
DUMMY_NH_985266_000081,Staff,1985-06-11,2023-09-05 00:00:00.000000,2023-12-26,34245.15,10601.92,10601.92,4,424.08,0.0,212.04
DUMMY_NH_385146_000082,Staff,1994-07-01,2023-04-12 00:00:00.000000,,41731.24,30183.69,30183.69,3,905.51,0.0,452.76
DUMMY_NH_195379_000083,Manager,1978-04-22,2023-06-25 00:00:00.000000,,65000.0,33835.62,33835.62,3,1015.07,0.0,507.54
DUMMY_NH_405782_000084,Staff,1960-10-12,2023-10-11 00:00:00.000000,,57310.61,12875.26,12875.26,7,901.27,0.0,386.26
DUMMY_NH_207752_000085,Staff,1974-12-07,2023-10-05 00:00:00.000000,,45366.98,10937.79,10937.79,3,328.13,0.0,164.06
DUMMY_NH_963246_000086,Executive,1966-12-24,2023-03-08 00:00:00.000000,2023-10-26,150434.37,96030.71,96030.71,3,2880.92,0.0,1440.46
DUMMY_NH_394910_000087,Executive,1957-10-24,2023-01-18 00:00:00.000000,,301529.05,287485.23,287485.23,3,8624.56,0.0,4312.28
DUMMY_NH_623233_000088,Staff,1958-03-15,2023-09-24 00:00:00.000000,,43955.6,11922.2,11922.2,9,1073.0,0.0,357.66
DUMMY_NH_744710_000089,Staff,1981-01-16,2023-05-01 00:00:00.000000,2023-05-14,54913.62,2106.28,2106.28,10,210.63,0.0,63.19
DUMMY_NH_108578_000090,Staff,1986-12-27,2023-12-27 00:00:00.000000,2023-12-29,67533.21,555.07,555.07,6,33.3,0.0,16.65
DUMMY_NH_798081_000091,Staff,1962-10-07,2023-10-07 00:00:00.000000,2023-10-28,71844.4,4330.35,4330.35,3,129.91,0.0,64.96
DUMMY_NH_260937_000092,Staff,1985-06-05,2023-08-07 00:00:00.000000,2023-10-24,54624.63,11822.87,11822.87,5,591.14,0.0,295.57
DUMMY_NH_939765_000093,Manager,1989-05-17,2023-05-18 00:00:00.000000,,97185.58,60707.7,60707.7,2,1214.15,0.0,607.08
DUMMY_NH_128392_000094,Manager,1985-02-20,2023-05-12 00:00:00.000000,,79013.9,50655.49,50655.49,3,1519.66,0.0,759.83
DUMMY_NH_699851_000095,Staff,1983-10-16,2023-10-16 00:00:00.000000,2023-12-03,74315.45,9976.59,9976.59,3,299.3,0.0,149.65
DUMMY_NH_390455_000096,Staff,1986-08-22,2023-07-17 00:00:00.000000,,49379.44,22728.07,22728.07,4,909.12,0.0,454.56
DUMMY_NH_212074_000097,Staff,1973-02-24,2023-12-29 00:00:00.000000,2023-12-30,64486.29,353.35,353.35,3,10.6,0.0,5.3
DUMMY_NH_844007_000098,Staff,1969-07-03,2023-12-25 00:00:00.000000,,64429.89,1235.64,1235.64,0,0.0,0.0,0.0
DUMMY_NH_468835_000099,Manager,1962-10-14,2023-03-18 00:00:00.000000,,111214.23,88057.29,88057.29,5,4402.86,0.0,2201.43
DUMMY_NH_413741_000100,Staff,1972-05-01,2023-08-28 00:00:00.000000,,67786.84,23400.39,23400.39,4,936.02,0.0,468.01
DUMMY_NH_591942_000101,Manager,1978-02-26,2023-01-12 00:00:00.000000,,116486.98,112976.41,112976.41,4,4519.06,0.0,2259.53
DUMMY_NH_874303_000102,Staff,1984-09-15,2023-07-22 00:00:00.000000,,48876.01,21826.82,21826.82,4,873.07,0.0,436.54
DUMMY_NH_230916_000103,Staff,1976-08-09,2023-08-27 00:00:00.000000,,62195.43,21640.6,21640.6,10,2164.06,0.0,649.22
DUMMY_NH_196440_000104,Staff,1980-06-21,2023-08-10 00:00:00.000000,,48457.47,19117.47,19117.47,4,764.7,0.0,382.35
DUMMY_NH_765517_000105,Staff,1984-04-18,2023-07-21 00:00:00.000000,2023-11-26,56800.05,20074.54,20074.54,6,1204.47,0.0,602.24
DUMMY_NH_206835_000106,Manager,1986-10-11,2023-12-22 00:00:00.000000,2023-12-26,134050.15,1836.3,1836.3,5,91.82,0.0,45.91
DUMMY_NH_235641_000107,Staff,1981-09-08,2023-01-23 00:00:00.000000,,42805.44,40225.39,40225.39,3,1206.76,0.0,603.38
DUMMY_NH_526195_000108,Staff,1985-11-07,2023-03-12 00:00:00.000000,,33522.72,27093.71,27093.71,2,541.87,0.0,270.94
DUMMY_NH_718089_000109,Staff,1979-05-14,2023-03-25 00:00:00.000000,,48739.35,37656.16,37656.16,3,1129.68,0.0,564.84
DUMMY_NH_611695_000110,Staff,1976-04-13,2023-05-09 00:00:00.000000,,59926.43,38911.13,38911.13,3,1167.33,0.0,583.66
DUMMY_NH_681233_000111,Staff,1976-02-14,2023-06-04 00:00:00.000000,,47986.08,27739.9,27739.9,3,832.2,0.0,416.1
DUMMY_NH_750252_000112,Staff,1992-01-15,2023-12-13 00:00:00.000000,2023-12-18,37788.34,621.18,621.18,3,18.64,0.0,9.32
DUMMY_NH_201403_000113,Staff,1981-09-21,2023-03-16 00:00:00.000000,2023-12-23,60095.83,46594.85,46594.85,5,2329.74,0.0,1164.87
DUMMY_NH_563988_000114,Staff,1990-11-07,2023-04-04 00:00:00.000000,,58843.33,43850.37,43850.37,4,1754.01,0.0,877.0
DUMMY_NH_158335_000115,Staff,1980-02-05,2023-08-08 00:00:00.000000,,51391.02,20556.41,20556.41,3,616.69,0.0,308.35
DUMMY_NH_506595_000116,Staff,1998-11-08,2023-02-27 00:00:00.000000,,38009.81,32074.03,32074.03,3,962.22,0.0,481.11
DUMMY_NH_166243_000117,Staff,1973-07-06,2023-11-19 00:00:00.000000,2023-12-03,50672.18,2082.42,2082.42,2,41.65,0.0,20.82
DUMMY_NH_804514_000118,Manager,1998-10-09,2023-11-08 00:00:00.000000,2023-12-28,65000.0,9082.19,9082.19,5,454.11,0.0,227.06
DUMMY_NH_170080_000119,Staff,1974-06-28,2023-09-20 00:00:00.000000,,43663.69,12321.53,12321.53,0,0.0,0.0,0.0
DUMMY_NH_719777_000120,Manager,1971-12-11,2023-02-16 00:00:00.000000,,142944.17,124929.29,124929.29,5,6246.46,0.0,3123.23
DUMMY_NH_742942_000121,Staff,1973-04-07,2023-08-29 00:00:00.000000,,43377.76,14855.4,14855.4,1,148.55,0.0,74.28
DUMMY_NH_546581_000122,Manager,1980-12-24,2023-02-10 00:00:00.000000,,77917.72,69378.79,69378.79,10,6937.88,0.0,2081.36
DUMMY_NH_946498_000123,Executive,1982-07-08,2023-01-01 00:00:00.000000,,130000.0,130000.0,130000.0,5,6500.0,0.0,3250.0
DUMMY_NH_945611_000124,Staff,1977-06-19,2023-07-26 00:00:00.000000,,58867.97,25643.86,25643.86,6,1538.63,0.0,769.32
DUMMY_NH_276302_000125,Manager,1984-08-04,2023-02-09 00:00:00.000000,,66547.74,59437.16,59437.16,3,1783.11,0.0,891.56
DUMMY_NH_269390_000126,Staff,1986-06-28,2023-08-24 00:00:00.000000,,49535.83,17642.9,17642.9,4,705.72,0.0,352.86
DUMMY_NH_129889_000127,Manager,1981-05-19,2023-03-02 00:00:00.000000,2023-11-18,99210.23,71213.92,71213.92,7,4984.97,0.0,2136.42
DUMMY_NH_402352_000128,Executive,1984-03-08,2023-09-28 00:00:00.000000,,130387.56,33936.49,33936.49,4,1357.46,0.0,678.73
DUMMY_NH_271115_000129,Staff,1987-12-11,2023-09-15 00:00:00.000000,2023-11-07,37682.42,5574.93,5574.93,3,167.25,0.0,83.62
DUMMY_NH_970522_000130,Executive,1982-07-04,2023-02-18 00:00:00.000000,,165176.4,143454.57,143454.57,3,4303.64,0.0,2151.82
DUMMY_NH_486693_000131,Manager,1986-11-03,2023-06-16 00:00:00.000000,,78935.84,43036.25,43036.25,3,1291.09,0.0,645.54
DUMMY_NH_116060_000132,Staff,1960-05-25,2023-04-21 00:00:00.000000,2023-12-15,51578.09,33773.05,33773.05,5,1688.65,0.0,844.32
DUMMY_NH_707699_000133,Staff,1965-11-08,2023-06-07 00:00:00.000000,2023-06-25,49503.93,2576.92,2576.92,3,77.31,0.0,38.66
DUMMY_NH_291604_000134,Staff,1978-11-10,2023-05-11 00:00:00.000000,,34332.99,22104.8,22104.8,6,1326.29,0.0,663.14
DUMMY_NH_886157_000135,Manager,1983-08-15,2023-07-19 00:00:00.000000,2023-09-05,110573.69,14844.14,14844.14,3,445.32,0.0,222.66
DUMMY_NH_627916_000136,Manager,1978-05-10,2023-06-04 00:00:00.000000,2023-12-10,112610.16,58618.99,58618.99,3,1758.57,0.0,879.28
DUMMY_NH_940197_000137,Staff,1974-01-02,2023-02-18 00:00:00.000000,,49016.47,42570.47,42570.47,10,4257.05,0.0,1277.12
DUMMY_NH_797824_000138,Staff,1979-12-18,2023-06-04 00:00:00.000000,2023-07-08,53183.32,5099.77,5099.77,3,152.99,0.0,76.5
DUMMY_NH_999328_000139,Staff,1984-08-10,2023-12-23 00:00:00.000000,2023-12-28,50379.3,828.15,828.15,3,24.84,0.0,12.42
DUMMY_NH_888868_000140,Staff,1988-11-27,2023-04-13 00:00:00.000000,,56376.94,40622.29,40622.29,3,1218.67,0.0,609.34
DUMMY_NH_532051_000141,Staff,1992-08-19,2023-10-08 00:00:00.000000,2023-11-18,40890.7,4705.23,4705.23,10,470.52,0.0,141.16
DUMMY_NH_501945_000142,Staff,1987-08-06,2023-02-14 00:00:00.000000,,42678.15,37533.39,37533.39,5,1876.67,0.0,938.34
DUMMY_NH_601285_000143,Staff,1964-03-24,2023-10-16 00:00:00.000000,,51975.56,10964.71,10964.71,6,657.88,0.0,328.94
DUMMY_NH_789416_000144,Manager,1977-11-26,2023-04-13 00:00:00.000000,,82934.32,59758.15,59758.15,3,1792.74,0.0,896.37
DUMMY_NH_407586_000145,Manager,1994-06-09,2023-09-07 00:00:00.000000,,108953.99,34626.47,34626.47,3,1038.79,0.0,519.4
DUMMY_NH_346870_000146,Staff,1993-09-04,2023-01-24 00:00:00.000000,,34502.97,32328.81,32328.81,0,0.0,0.0,0.0
DUMMY_NH_146023_000147,Staff,1989-11-03,2023-10-22 00:00:00.000000,,50529.04,9828.94,9828.94,10,982.89,0.0,294.87
DUMMY_NH_807230_000148,Staff,1973-02-08,2023-04-22 00:00:00.000000,2023-06-21,48348.24,8080.12,8080.12,10,808.01,0.0,242.4
DUMMY_NH_639046_000149,Staff,1989-02-08,2023-08-10 00:00:00.000000,,43502.98,17162.82,17162.82,3,514.88,0.0,257.44
DUMMY_NH_614323_000150,Staff,1994-04-25,2023-08-22 00:00:00.000000,2023-11-28,32888.01,8920.31,8920.31,3,267.61,0.0,133.8
DUMMY_NH_539388_000151,Staff,1976-09-15,2023-06-22 00:00:00.000000,,33373.12,17646.61,17646.61,3,529.4,0.0,264.7
DUMMY_NH_386623_000152,Staff,1984-01-19,2023-01-23 00:00:00.000000,,51935.81,48805.43,48805.43,1,488.05,0.0,244.02
DUMMY_NH_858799_000153,Manager,2000-08-09,2023-01-11 00:00:00.000000,,120090.81,116800.65,116800.65,3,3504.02,0.0,1752.01
DUMMY_NH_371269_000154,Staff,1981-09-28,2023-03-05 00:00:00.000000,,56680.78,46897.52,46897.52,3,1406.93,0.0,703.46
DUMMY_NH_244812_000155,Staff,1967-11-16,2023-06-06 00:00:00.000000,,53846.94,30832.91,30832.91,0,0.0,0.0,0.0
DUMMY_NH_285466_000156,Staff,1969-04-26,2023-05-15 00:00:00.000000,2023-08-25,56496.73,15942.91,15942.91,3,478.29,0.0,239.14
DUMMY_NH_147268_000157,Staff,1998-03-25,2023-10-20 00:00:00.000000,,45973.56,9194.71,9194.71,5,459.74,0.0,229.87
DUMMY_NH_615521_000158,Staff,1989-07-11,2023-10-14 00:00:00.000000,,49797.15,10778.01,10778.01,10,1077.8,0.0,323.34
DUMMY_NH_185108_000159,Staff,1975-03-15,2023-08-02 00:00:00.000000,,54599.55,22737.35,22737.35,10,2273.74,0.0,682.12
DUMMY_NH_450274_000160,Staff,1991-10-10,2023-02-25 00:00:00.000000,,44241.89,37575.3,37575.3,0,0.0,0.0,0.0
DUMMY_NH_345556_000161,Staff,1980-01-13,2023-08-17 00:00:00.000000,,39567.16,14851.24,14851.24,2,297.02,0.0,148.51
DUMMY_NH_284737_000162,Staff,1990-11-21,2023-09-04 00:00:00.000000,2023-12-10,34135.65,9165.19,9165.19,3,274.96,0.0,137.48
DUMMY_NH_982340_000163,Staff,1983-10-23,2023-02-13 00:00:00.000000,,45878.28,40473.44,40473.44,10,4047.34,0.0,1214.2
DUMMY_NH_372173_000164,Manager,1971-10-16,2023-07-10 00:00:00.000000,,89279.84,42805.4,42805.4,4,1712.22,0.0,856.11
DUMMY_NH_346121_000165,Staff,1996-02-17,2023-12-19 00:00:00.000000,2023-12-20,32837.29,179.93,179.93,3,5.4,0.0,2.7
DUMMY_NH_736072_000166,Staff,1988-09-07,2023-12-05 00:00:00.000000,2023-12-09,47265.42,647.47,647.47,1,6.47,0.0,3.24
DUMMY_NH_653090_000167,Manager,1982-11-15,2023-11-11 00:00:00.000000,2023-11-26,110593.83,4847.95,4847.95,3,145.44,0.0,72.72
DUMMY_NH_620411_000168,Staff,1971-05-11,2023-04-17 00:00:00.000000,,63841.95,45301.55,45301.55,3,1359.05,0.0,679.52
DUMMY_NH_746980_000169,Manager,1976-04-23,2023-02-08 00:00:00.000000,2023-09-07,177466.26,103076.29,103076.29,10,10307.63,0.0,3092.29
DUMMY_NH_227724_000170,Manager,1965-03-25,2023-06-01 00:00:00.000000,,128209.06,75169.15,75169.15,3,2255.07,0.0,1127.54
DUMMY_NH_707068_000171,Staff,1982-12-11,2023-02-11 00:00:00.000000,,46193.65,41004.77,41004.77,5,2050.24,0.0,1025.12
DUMMY_NH_743014_000172,Staff,1983-05-13,2023-06-07 00:00:00.000000,2023-10-10,55303.76,19091.16,19091.16,3,572.73,0.0,286.36
DUMMY_NH_948773_000173,Manager,1983-02-03,2023-09-18 00:00:00.000000,,99537.96,28634.21,28634.21,6,1718.05,0.0,859.02
DUMMY_NH_624125_000174,Staff,1976-05-25,2023-06-30 00:00:00.000000,,58247.11,29522.51,29522.51,4,1180.9,0.0,590.45
DUMMY_NH_838020_000175,Staff,1974-05-17,2023-10-21 00:00:00.000000,,39424.55,7776.9,7776.9,4,311.08,0.0,155.54
DUMMY_NH_951618_000176,Staff,1988-08-08,2023-09-10 00:00:00.000000,2023-11-25,38934.18,8213.51,8213.51,3,246.41,0.0,123.2
DUMMY_NH_117228_000177,Manager,1998-01-02,2023-03-24 00:00:00.000000,,90950.4,70517.71,70517.71,3,2115.53,0.0,1057.77
DUMMY_NH_707035_000178,Staff,1971-09-27,2023-08-22 00:00:00.000000,,42245.97,15277.99,15277.99,10,1527.8,0.0,458.34
DUMMY_NH_746077_000179,Staff,1994-04-01,2023-07-21 00:00:00.000000,,45849.89,20601.05,20601.05,3,618.03,0.0,309.02
DUMMY_NH_409817_000180,Manager,1992-02-24,2023-02-02 00:00:00.000000,,73317.09,66889.29,66889.29,3,2006.68,0.0,1003.34
DUMMY_NH_572597_000181,Staff,1989-04-26,2023-06-07 00:00:00.000000,,35541.25,20253.64,20253.64,6,1215.22,0.0,607.61
DUMMY_NH_680863_000182,Staff,1988-05-13,2023-05-30 00:00:00.000000,2023-10-11,54291.13,20080.28,20080.28,0,0.0,0.0,0.0
DUMMY_NH_912829_000183,Manager,1980-11-21,2023-04-01 00:00:00.000000,2023-12-22,92970.27,67753.68,67753.68,3,2032.61,0.0,1016.3
