ssn,role,birth_date,hire_date,termination_date,gross_compensation,plan_year_compensation,capped_compensation,pre_tax_deferral_percentage,pre_tax_contributions,employer_non_elective_contribution,employer_match_contribution
DUMMY_EX_548299_000020,Analyst,1977-11-22,2019-09-04,,87904.23,87904.23,87904.23,0,0.0,2637.13,0.0
DUMMY_EX_396267_000021,Analyst,1996-03-10,2019-01-08,,71211.99,71211.99,71211.99,3,2136.36,2136.36,1068.18
DUMMY_EX_267565_000022,Analyst,1978-10-11,2013-08-20,,69051.16,69051.16,69051.16,10,6905.12,2071.53,2071.54
DUMMY_EX_793063_000023,Analyst,1968-12-26,2015-09-12,,78443.52,78443.52,78443.52,9,7059.92,2353.31,2353.3
DUMMY_EX_536233_000024,Analyst,1961-09-24,2014-11-03,,69829.7,69829.7,69829.7,10,6982.97,2094.89,2094.89
DUMMY_EX_639689_000025,Analyst,1980-07-10,2016-06-11,,85834.58,85834.58,85834.58,3,2575.04,2575.04,1287.52
DUMMY_EX_432300_000026,Analyst,1971-11-21,2015-02-15,,72283.93,72283.93,72283.93,0,0.0,2168.52,0.0
DUMMY_EX_677489_000027,Manager,1973-07-06,2020-11-10,,92295.69,92295.69,92295.69,6,5537.74,2768.87,2768.87
DUMMY_EX_322241_000028,Analyst,1983-05-27,2008-11-05,,82936.88,82936.88,82936.88,10,8293.69,2488.11,2488.1
DUMMY_EX_385435_000029,Analyst,1977-02-25,2015-08-12,,62488.03,62488.03,62488.03,6,3749.28,1874.64,1874.64
DUMMY_EX_977795_000030,Analyst,1976-02-13,2012-04-21,,72422.06,72422.06,72422.06,5,3621.1,2172.66,1810.55
DUMMY_EX_805414_000031,Analyst,1991-03-22,2019-01-17,,62595.36,62595.36,62595.36,12,7511.44,1877.86,1877.86
DUMMY_EX_589185_000032,Analyst,1971-09-01,2014-08-23,,69693.7,69693.7,69693.7,7,4878.56,2090.81,2090.81
DUMMY_EX_468446_000033,Manager,1978-05-23,2014-03-30,,160773.68,160773.68,160773.68,4,6430.95,4823.21,3215.48
DUMMY_EX_494961_000034,Analyst,1966-06-13,2014-02-19,,71444.36,71444.36,71444.36,3,2143.33,2143.33,1071.66
DUMMY_EX_815873_000035,Manager,1976-08-01,2013-02-09,,111359.44,111359.44,111359.44,4,4454.38,3340.78,2227.19
DUMMY_EX_893406_000036,Analyst,1977-01-21,2008-10-06,,61436.04,61436.04,61436.04,0,0.0,1843.08,0.0
DUMMY_EX_690187_000037,Analyst,1978-04-13,2017-04-13,,72267.64,72267.64,72267.64,4,2890.71,2168.03,1445.36
DUMMY_EX_521277_000038,Director,1969-01-23,2014-02-27,,336759.58,336759.58,290000.0,9,26000.0,10102.79,10102.78
DUMMY_EX_516886_000039,Analyst,1963-05-15,2015-03-19,,57850.08,57850.08,57850.08,6,3471.0,1735.5,1735.5
DUMMY_EX_638917_000040,Analyst,1972-12-01,2018-06-25,,88718.85,88718.85,88718.85,4,3548.75,2661.57,1774.38
DUMMY_EX_494511_000041,Analyst,1953-01-19,2012-02-23,,64031.84,64031.84,64031.84,5,3201.59,1920.96,1600.8
DUMMY_EX_745109_000042,Manager,1985-05-27,2010-04-10,,102147.75,102147.75,102147.75,10,10214.78,3064.43,3064.43
DUMMY_EX_675442_000043,Manager,1966-05-13,2014-01-01,,117345.19,117345.19,117345.19,5,5867.26,3520.36,2933.63
DUMMY_EX_697985_000044,Director,1977-02-25,2016-03-01,,295271.88,295271.88,290000.0,4,11810.88,8858.16,5905.44
DUMMY_EX_228191_000045,Director,1983-01-27,2014-06-08,,204196.04,204196.04,204196.04,5,10209.8,6125.88,5104.9
DUMMY_EX_283205_000046,Analyst,1983-05-20,2014-07-07,,65767.39,65767.39,65767.39,10,6576.74,1973.02,1973.02
DUMMY_EX_191022_000047,Analyst,1960-02-22,2009-01-22,,71194.98,71194.98,71194.98,7,4983.65,2135.85,2135.85
DUMMY_EX_894272_000048,Director,1978-05-05,2015-04-18,,274047.0,274047.0,274047.0,10,19500.0,8221.41,8221.41
DUMMY_EX_647431_000049,Manager,1989-07-03,2019-07-04,,94297.01,94297.01,94297.01,0,0.0,2828.91,0.0
DUMMY_EX_315480_000050,Analyst,1996-10-13,2019-06-17,,62241.4,62241.4,62241.4,8,4979.31,1867.24,1867.24
DUMMY_EX_998424_000052,Analyst,1983-01-14,2009-04-07,,67544.29,67544.29,67544.29,15,10131.64,2026.33,2026.33
DUMMY_EX_793388_000053,Analyst,1980-11-16,2012-06-21,,77680.79,77680.79,77680.79,8,6214.46,2330.42,2330.43
DUMMY_EX_235893_000054,Manager,1988-10-11,2018-10-10,,101604.3,101604.3,101604.3,1,1016.04,3048.13,508.02
DUMMY_EX_591206_000055,Director,1978-08-16,2018-11-18,,289252.59,289252.59,289252.59,0,0.0,8677.58,0.0
DUMMY_EX_303178_000056,Director,1984-12-02,2008-09-15,,406770.22,406770.22,290000.0,4,16270.81,12203.11,8135.4
DUMMY_EX_644089_000058,Director,1976-05-10,2013-06-29,,277112.23,277112.23,277112.23,0,0.0,8313.37,0.0
DUMMY_EX_317180_000059,Manager,1974-12-15,2016-05-30,,167285.81,167285.81,167285.81,3,5018.57,5018.57,2509.28
DUMMY_EX_320563_000060,Manager,1974-07-14,2013-04-05,,144802.1,144802.1,144802.1,4,5792.08,4344.06,2896.04
DUMMY_EX_193646_000061,Manager,1973-07-13,2017-09-30,,113093.72,113093.72,113093.72,5,5654.69,3392.81,2827.34
DUMMY_EX_606606_000062,Manager,1983-03-18,2007-09-25,,112229.29,112229.29,112229.29,3,3366.88,3366.88,1683.44
DUMMY_EX_789827_000063,Analyst,1959-07-15,2017-05-19,,60908.0,60908.0,60908.0,1,609.08,1827.24,304.54
DUMMY_EX_236198_000064,Analyst,1976-10-08,2019-02-05,,81929.74,81929.74,81929.74,9,7373.68,2457.89,2457.89
DUMMY_EX_397179_000065,Director,1974-02-18,2016-08-15,,474374.14,474374.14,290000.0,0,0.0,14231.22,0.0
DUMMY_EX_463502_000066,Analyst,1981-03-15,2011-05-27,,80466.24,80466.24,80466.24,2,1609.32,2413.99,804.66
DUMMY_EX_791601_000068,Analyst,1990-08-28,2015-08-01,,67014.19,67014.19,67014.19,5,3350.71,2010.43,1675.36
DUMMY_EX_204000_000069,Analyst,1987-03-04,2010-06-04,,54182.78,54182.78,54182.78,8,4334.62,1625.48,1625.48
DUMMY_EX_368108_000070,Analyst,1965-04-03,2014-05-23,,107641.1,107641.1,107641.1,5,5382.06,3229.23,2691.03
DUMMY_EX_599299_000071,Analyst,1982-07-17,2014-04-28,,93847.53,93847.53,93847.53,6,5630.85,2815.43,2815.42
DUMMY_EX_471028_000072,Analyst,1976-01-06,2013-03-22,,45861.99,45861.99,45861.99,6,2751.72,1375.86,1375.86
DUMMY_EX_392454_000073,Manager,1991-01-22,2018-12-04,,132783.9,132783.9,132783.9,6,7967.03,3983.52,3983.52
DUMMY_EX_587757_000074,Analyst,1985-10-17,2015-02-12,,85094.71,85094.71,85094.71,0,0.0,2552.84,0.0
DUMMY_EX_253098_000075,Manager,1975-08-04,2017-01-29,,166897.12,166897.12,166897.12,2,3337.94,5006.91,1668.97
DUMMY_EX_137994_000076,Manager,1991-02-07,2017-12-27,,95509.97,95509.97,95509.97,3,2865.3,2865.3,1432.65
DUMMY_EX_919670_000077,Manager,1975-01-22,2017-06-16,,137583.03,137583.03,137583.03,10,13758.3,4127.49,4127.49
DUMMY_EX_155111_000078,Analyst,1983-07-07,2013-08-05,,91304.29,91304.29,91304.29,7,6391.3,2739.13,2739.13
DUMMY_EX_598844_000079,Analyst,1985-03-16,2018-10-21,,72267.05,72267.05,72267.05,0,0.0,2168.01,0.0
DUMMY_EX_344190_000080,Analyst,1982-01-10,2019-03-30,,72399.55,72399.55,72399.55,10,7239.96,2171.99,2171.98
DUMMY_EX_355697_000081,Manager,1970-08-11,2013-10-24,,155900.19,155900.19,155900.19,10,15590.02,4677.01,4677.0
DUMMY_EX_303677_000082,Analyst,1967-06-11,2017-04-05,,74078.35,74078.35,74078.35,9,6667.05,2222.35,2222.35
DUMMY_EX_316833_000083,Manager,1978-08-05,2014-03-07,,108744.6,108744.6,108744.6,12,13049.35,3262.34,3262.34
DUMMY_EX_974516_000084,Manager,1974-02-20,2017-05-02,,85959.33,85959.33,85959.33,4,3438.37,2578.78,1719.18
DUMMY_EX_817242_000085,Analyst,1956-12-06,2015-09-16,,74662.25,74662.25,74662.25,0,0.0,2239.87,0.0
DUMMY_EX_692416_000086,Analyst,1975-07-02,2014-05-22,,82738.17,82738.17,82738.17,6,4964.29,2482.15,2482.14
DUMMY_EX_937269_000087,Director,1979-11-26,2011-10-23,,389850.65,389850.65,290000.0,6,19500.0,11695.52,9750.0
DUMMY_EX_114993_000088,Analyst,1985-09-22,2015-09-07,,72298.78,72298.78,72298.78,10,7229.88,2168.96,2168.96
DUMMY_EX_103757_000089,Analyst,1982-02-10,2019-05-09,,73951.12,73951.12,73951.12,0,0.0,2218.53,0.0
DUMMY_EX_156887_000090,Analyst,1993-02-16,2017-08-17,,78092.94,78092.94,78092.94,3,2342.79,2342.79,1171.4
DUMMY_EX_332094_000091,Analyst,1975-08-16,2020-03-19,,83521.51,83521.51,83521.51,9,7516.94,2505.65,2505.64
DUMMY_EX_768278_000092,Analyst,1988-08-11,2012-04-04,,93816.89,93816.89,93816.89,5,4690.84,2814.51,2345.42
DUMMY_EX_251788_000093,Analyst,1993-04-03,2016-07-26,,68761.6,68761.6,68761.6,10,6876.16,2062.85,2062.85
DUMMY_EX_518426_000094,Manager,1981-09-06,2009-01-07,,154865.16,154865.16,154865.16,10,15486.52,4645.95,4645.96
DUMMY_EX_165047_000095,Analyst,1977-02-03,2015-04-18,,68005.75,68005.75,68005.75,3,2040.17,2040.17,1020.08
DUMMY_EX_778923_000096,Director,1985-06-04,2011-08-26,,440021.49,440021.49,290000.0,4,17600.86,13200.64,8800.43
DUMMY_EX_132953_000098,Manager,1980-10-05,2005-08-03,,129378.56,129378.56,129378.56,10,12937.86,3881.36,3881.36
DUMMY_EX_680272_000099,Manager,1979-12-13,2013-12-12,,139871.56,139871.56,139871.56,2,2797.43,4196.15,1398.72
DUMMY_EX_903881_000100,Manager,1975-01-07,2013-08-21,,157668.8,157668.8,157668.8,0,0.0,4730.06,0.0
DUMMY_EX_252836_000101,Analyst,1969-01-09,2009-09-14,,97354.42,97354.42,97354.42,10,9735.44,2920.63,2920.64
DUMMY_EX_483072_000102,Analyst,1982-12-01,2011-12-22,,73331.66,73331.66,73331.66,4,2933.27,2199.95,1466.64
DUMMY_EX_312459_000103,Analyst,1976-02-12,2019-12-16,,71074.22,71074.22,71074.22,0,0.0,2132.23,0.0
DUMMY_EX_582612_000104,Manager,1985-11-18,2017-06-23,,111866.39,111866.39,111866.39,7,7830.65,3355.99,3355.99
DUMMY_EX_556223_000105,Manager,1973-12-22,2010-07-05,,117543.68,117543.68,117543.68,10,11754.37,3526.31,3526.31
DUMMY_EX_678380_000106,Manager,1989-10-17,2013-03-01,,97832.29,97832.29,97832.29,9,8804.91,2934.97,2934.97
DUMMY_EX_307484_000107,Manager,1983-08-20,2016-06-16,,181337.43,181337.43,181337.43,10,18133.74,5440.12,5440.12
DUMMY_EX_355571_000108,Manager,1981-04-25,2011-10-07,,105470.63,105470.63,105470.63,6,6328.24,3164.12,3164.12
DUMMY_EX_734839_000109,Manager,1991-09-20,2017-08-28,,128564.65,128564.65,128564.65,5,6428.23,3856.94,3214.12
DUMMY_EX_453198_000111,Analyst,1995-09-18,2018-05-30,,62274.7,62274.7,62274.7,3,1868.24,1868.24,934.12
DUMMY_EX_948248_000112,Analyst,1978-04-28,2013-10-30,,57678.35,57678.35,57678.35,2,1153.57,1730.35,576.78
DUMMY_EX_894501_000113,Analyst,1986-01-13,2017-08-23,,88409.23,88409.23,88409.23,3,2652.28,2652.28,1326.14
DUMMY_EX_233348_000114,Analyst,1985-05-08,2017-10-14,,72516.3,72516.3,72516.3,5,3625.82,2175.49,1812.91
DUMMY_EX_872244_000115,Manager,1966-10-23,2019-11-27,,139487.47,139487.47,139487.47,0,0.0,4184.62,0.0
DUMMY_EX_141332_000117,Manager,1985-07-04,2010-09-02,,125634.33,125634.33,125634.33,3,3769.03,3769.03,1884.52
DUMMY_EX_803586_000118,Analyst,1974-09-05,2013-08-02,,65684.59,65684.59,65684.59,6,3941.08,1970.54,1970.54
DUMMY_EX_157534_000119,Manager,1978-08-07,2018-02-04,,193496.82,193496.82,193496.82,1,1934.97,5804.9,967.48
DUMMY_EX_944375_000120,Analyst,1990-06-22,2015-03-10,,72718.69,72718.69,72718.69,4,2908.75,2181.56,1454.38
DUMMY_EX_821325_000121,Analyst,1974-12-08,2015-12-02,,66069.35,66069.35,66069.35,2,1321.39,1982.08,660.7
DUMMY_EX_650906_000122,Analyst,1984-07-15,2012-11-23,,67659.84,67659.84,67659.84,3,2029.8,2029.8,1014.9
DUMMY_EX_637606_000123,Analyst,1978-10-25,2017-09-01,,75567.58,75567.58,75567.58,5,3778.38,2267.03,1889.19
DUMMY_EX_430678_000124,Analyst,1978-05-23,2014-09-22,,78824.96,78824.96,78824.96,3,2364.75,2364.75,1182.38
DUMMY_EX_540566_000125,Analyst,1966-10-25,2008-09-21,,113775.06,113775.06,113775.06,3,3413.25,3413.25,1706.62
DUMMY_EX_289848_000126,Manager,1974-11-05,2013-11-25,,157427.38,157427.38,157427.38,5,7871.37,4722.82,3935.68
DUMMY_EX_899572_000127,Manager,1976-10-18,2016-01-04,,123473.07,123473.07,123473.07,9,11112.58,3704.19,3704.19
DUMMY_EX_316938_000128,Analyst,1983-06-08,2017-06-14,,60448.7,60448.7,60448.7,7,4231.41,1813.46,1813.46
DUMMY_EX_331751_000129,Analyst,1982-11-03,2008-02-24,,74724.65,74724.65,74724.65,4,2988.99,2241.74,1494.5
DUMMY_EX_564736_000130,Manager,1974-09-03,2013-08-13,,113376.68,113376.68,113376.68,9,10203.9,3401.3,3401.3
DUMMY_EX_540474_000131,Manager,1990-06-15,2019-12-30,,156835.59,156835.59,156835.59,6,9410.14,4705.07,4705.07
DUMMY_EX_442394_000132,Analyst,1987-10-05,2019-12-21,,81207.2,81207.2,81207.2,5,4060.36,2436.22,2030.18
DUMMY_EX_468620_000134,Analyst,1968-08-14,2011-08-05,,80818.4,80818.4,80818.4,0,0.0,2424.55,0.0
DUMMY_EX_383557_000135,Analyst,1982-11-02,2012-07-10,,76325.86,76325.86,76325.86,2,1526.52,2289.78,763.26
DUMMY_EX_339172_000136,Manager,1977-02-25,2014-06-27,,120665.51,120665.51,120665.51,3,3619.97,3619.97,1809.98
DUMMY_EX_425099_000137,Analyst,1973-04-15,2016-07-08,,49560.85,49560.85,49560.85,7,3469.26,1486.83,1486.82
DUMMY_EX_297106_000138,Director,1978-06-03,2011-09-29,,401436.0,401436.0,290000.0,6,19500.0,12043.08,9750.0
DUMMY_EX_722876_000139,Manager,1968-10-03,2018-04-05,,109354.13,109354.13,109354.13,8,8748.33,3280.62,3280.62
DUMMY_EX_222514_000140,Analyst,1978-10-04,2011-03-22,,87742.15,87742.15,87742.15,5,4387.11,2632.26,2193.55
DUMMY_EX_342772_000141,Analyst,1980-03-28,2011-05-28,,96528.23,96528.23,96528.23,6,5791.69,2895.85,2895.84
DUMMY_EX_205583_000142,Analyst,1973-04-10,2016-01-28,,69586.56,69586.56,69586.56,4,2783.46,2087.6,1391.73
DUMMY_EX_567554_000143,Analyst,1971-07-18,2011-11-03,,72811.14,72811.14,72811.14,4,2912.45,2184.33,1456.22
DUMMY_EX_450818_000144,Analyst,1986-05-04,2015-08-15,,71621.36,71621.36,71621.36,2,1432.43,2148.64,716.22
DUMMY_EX_993646_000145,Analyst,1982-12-18,2019-04-23,,93802.35,93802.35,93802.35,0,0.0,2814.07,0.0
DUMMY_EX_917032_000146,Director,1964-09-15,2016-01-02,,215622.24,215622.24,215622.24,7,15093.56,6468.67,6468.66
DUMMY_EX_396789_000147,Analyst,1976-10-05,2015-02-01,,73174.55,73174.55,73174.55,5,3658.73,2195.24,1829.36
DUMMY_EX_712511_000150,Director,1980-05-14,2010-05-03,,406290.44,406290.44,290000.0,2,8125.81,12188.71,4062.9
DUMMY_EX_237681_000151,Analyst,1958-03-02,2012-03-02,,66781.89,66781.89,66781.89,6,4006.91,2003.46,2003.46
DUMMY_EX_901096_000152,Director,1996-11-18,2020-12-26,,146441.5,146441.5,146441.5,3,4393.24,4393.24,2196.62
DUMMY_EX_410009_000153,Analyst,1980-03-10,2012-04-15,,88888.69,88888.69,88888.69,15,13333.3,2666.66,2666.66
DUMMY_EX_196854_000154,Analyst,1989-05-03,2012-02-18,,91925.34,91925.34,91925.34,9,8273.28,2757.76,2757.76
DUMMY_EX_148026_000156,Analyst,1985-11-25,2012-03-20,,98358.47,98358.47,98358.47,7,6885.09,2950.75,2950.76
DUMMY_EX_430215_000157,Analyst,1975-07-04,2016-12-04,,68928.57,68928.57,68928.57,3,2067.86,2067.86,1033.93
DUMMY_EX_176877_000158,Analyst,1990-03-08,2018-12-10,,57459.31,57459.31,57459.31,0,0.0,1723.78,0.0
DUMMY_EX_788064_000159,Analyst,1979-02-25,2018-05-13,,109174.23,109174.23,109174.23,7,7642.2,3275.23,3275.22
DUMMY_EX_944280_000160,Analyst,1983-06-18,2010-03-17,,95887.22,95887.22,95887.22,5,4794.36,2876.62,2397.18
DUMMY_EX_956689_000161,Manager,1996-11-20,2019-07-14,,139442.12,139442.12,139442.12,5,6972.11,4183.26,3486.06
DUMMY_EX_932988_000162,Manager,1964-06-09,2017-08-23,,222784.95,222784.95,222784.95,0,0.0,6683.55,0.0
DUMMY_EX_932907_000163,Analyst,1980-12-08,2011-10-17,,71044.16,71044.16,71044.16,1,710.44,2131.32,355.22
DUMMY_EX_761197_000164,Manager,1967-08-06,2016-06-24,,162024.5,162024.5,162024.5,0,0.0,4860.73,0.0
DUMMY_EX_173182_000165,Analyst,1974-06-23,2014-02-02,,114871.47,114871.47,114871.47,10,11487.15,3446.14,3446.14
DUMMY_EX_471202_000166,Analyst,1982-05-22,2016-08-07,,76329.39,76329.39,76329.39,12,9159.53,2289.88,2289.88
DUMMY_EX_422327_000167,Analyst,1973-07-20,2016-05-27,,78197.92,78197.92,78197.92,9,7037.81,2345.94,2345.94
DUMMY_EX_366301_000168,Analyst,1975-11-01,2017-01-31,,84453.01,84453.01,84453.01,5,4222.65,2533.59,2111.32
DUMMY_EX_470372_000169,Manager,1981-04-05,2014-05-16,,94671.42,94671.42,94671.42,0,0.0,2840.14,0.0
DUMMY_EX_525551_000170,Manager,1985-12-03,2016-10-14,,152093.49,152093.49,152093.49,0,0.0,4562.8,0.0
DUMMY_EX_143734_000171,Manager,1975-07-02,2015-12-21,,149907.81,149907.81,149907.81,5,7495.39,4497.23,3747.7
DUMMY_EX_934902_000172,Analyst,1978-06-15,2015-11-10,,70881.27,70881.27,70881.27,1,708.81,2126.44,354.4
DUMMY_EX_156579_000173,Manager,1977-06-10,2018-02-20,,188264.38,188264.38,188264.38,10,18826.44,5647.93,5647.93
DUMMY_EX_987066_000174,Analyst,1989-01-21,2017-01-07,,77998.19,77998.19,77998.19,7,5459.87,2339.95,2339.95
DUMMY_EX_164140_000175,Analyst,1958-06-23,2015-07-16,,58127.7,58127.7,58127.7,4,2325.11,1743.83,1162.56
DUMMY_EX_694781_000176,Manager,1988-06-05,2015-02-14,,128142.03,128142.03,128142.03,12,15377.04,3844.26,3844.26
DUMMY_EX_324767_000178,Manager,1982-02-12,2017-06-01,,90032.64,90032.64,90032.64,7,6302.28,2700.98,2700.98
DUMMY_EX_953297_000179,Manager,1970-01-07,2014-01-15,,152468.65,152468.65,152468.65,5,7623.43,4574.06,3811.72
DUMMY_EX_690386_000180,Manager,1977-03-20,2016-03-05,,138883.97,138883.97,138883.97,1,1388.84,4166.52,694.42
DUMMY_EX_574373_000181,Manager,1978-04-16,2015-07-15,,122688.71,122688.71,122688.71,0,0.0,3680.66,0.0
DUMMY_EX_569570_000182,Manager,1982-04-02,2016-12-21,,167773.95,167773.95,167773.95,5,8388.7,5033.22,4194.35
DUMMY_EX_620296_000183,Analyst,1990-08-10,2019-02-28,,69208.35,69208.35,69208.35,5,3460.42,2076.25,1730.21
DUMMY_EX_550908_000184,Manager,1981-02-25,2015-05-04,,154318.02,154318.02,154318.02,7,10802.26,4629.54,4629.54
DUMMY_EX_257363_000185,Analyst,1989-11-26,2019-09-17,,77820.52,77820.52,77820.52,2,1556.41,2334.62,778.2
DUMMY_EX_268572_000186,Analyst,1969-05-22,2018-07-26,,77219.08,77219.08,77219.08,4,3088.76,2316.57,1544.38
DUMMY_EX_263520_000188,Analyst,1991-10-14,2015-10-19,,60987.91,60987.91,60987.91,5,3049.4,1829.64,1524.7
DUMMY_EX_570254_000190,Analyst,1985-01-09,2015-06-17,,87395.93,87395.93,87395.93,10,8739.59,2621.88,2621.88
DUMMY_EX_553827_000191,Manager,1973-05-08,2016-02-07,,85264.18,85264.18,85264.18,5,4263.21,2557.93,2131.6
DUMMY_EX_956159_000192,Manager,1967-09-15,2012-06-26,,143833.44,143833.44,143833.44,0,0.0,4315.0,0.0
DUMMY_EX_591920_000193,Director,1990-12-08,2015-08-28,,164202.39,164202.39,164202.39,0,0.0,4926.07,0.0
DUMMY_EX_439060_000194,Manager,1976-07-28,2016-09-22,,143762.97,143762.97,143762.97,5,7188.15,4312.89,3594.08
DUMMY_EX_951673_000195,Director,1984-05-28,2014-06-12,,203829.01,203829.01,203829.01,4,8153.16,6114.87,4076.58
DUMMY_EX_451538_000196,Manager,1956-12-21,2010-05-08,,127133.4,127133.4,127133.4,6,7628.0,3814.0,3814.0
DUMMY_EX_587647_000198,Analyst,1985-11-24,2016-12-24,,75580.87,75580.87,75580.87,2,1511.62,2267.43,755.81
DUMMY_EX_257994_000200,Manager,1984-08-23,2008-11-20,,112647.16,112647.16,112647.16,6,6758.83,3379.41,3379.42
DUMMY_EX_235872_000201,Analyst,1975-02-08,2017-01-15,,95996.53,95996.53,95996.53,6,5759.79,2879.9,2879.9
DUMMY_EX_875365_000202,Analyst,1996-06-11,2020-03-30,,51369.0,51369.0,51369.0,5,2568.45,1541.07,1284.22
DUMMY_EX_522598_000203,Analyst,1960-02-19,2012-09-14,,124650.91,124650.91,124650.91,2,2493.02,3739.53,1246.51
DUMMY_EX_113989_000204,Analyst,1972-05-11,2017-08-21,,75321.66,75321.66,75321.66,0,0.0,2259.65,0.0
DUMMY_EX_496616_000205,Manager,1986-11-17,2011-03-10,,123355.67,123355.67,123355.67,10,12335.57,3700.67,3700.67
DUMMY_EX_470848_000206,Manager,1983-12-14,2013-07-10,,111592.37,111592.37,111592.37,1,1115.92,3347.77,557.96
DUMMY_EX_797382_000207,Analyst,1967-12-04,2017-08-29,,99070.33,99070.33,99070.33,1,990.7,2972.11,495.35
DUMMY_EX_481109_000208,Manager,1962-10-19,2019-09-10,,149379.42,149379.42,149379.42,6,8962.77,4481.38,4481.38
DUMMY_EX_297967_000209,Manager,1979-07-14,2017-01-14,,99202.84,99202.84,99202.84,0,0.0,2976.09,0.0
DUMMY_EX_461104_000210,Manager,1979-01-07,2016-02-28,,144518.63,144518.63,144518.63,0,0.0,4335.56,0.0
DUMMY_EX_312738_000211,Analyst,1970-08-15,2012-12-19,,69052.28,69052.28,69052.28,5,3452.61,2071.57,1726.3
DUMMY_EX_614016_000212,Analyst,1975-07-22,2013-01-06,,72596.02,72596.02,72596.02,4,2903.84,2177.88,1451.92
DUMMY_EX_348454_000213,Analyst,1965-03-09,2009-11-06,,71400.35,71400.35,71400.35,9,6426.03,2142.01,2142.01
DUMMY_EX_936337_000215,Analyst,1977-10-21,2011-08-26,,52810.49,52810.49,52810.49,6,3168.63,1584.31,1584.32
DUMMY_EX_887545_000217,Analyst,1979-10-15,2019-09-14,,84482.67,84482.67,84482.67,5,4224.13,2534.48,2112.06
DUMMY_EX_219487_000218,Analyst,1967-07-11,2006-02-08,,88068.4,88068.4,88068.4,8,7045.47,2642.05,2642.05
DUMMY_EX_655678_000219,Analyst,1985-08-28,2011-05-12,,70897.66,70897.66,70897.66,2,1417.95,2126.93,708.98
DUMMY_EX_211313_000220,Director,1989-11-06,2012-07-12,,162987.48,162987.48,162987.48,4,6519.5,4889.62,3259.75
DUMMY_EX_241659_000221,Analyst,1977-06-11,2016-07-25,,66098.82,66098.82,66098.82,10,6609.88,1982.96,1982.96
DUMMY_EX_741906_000222,Analyst,1980-10-06,2016-03-08,,68617.24,68617.24,68617.24,0,0.0,2058.52,0.0
DUMMY_EX_447438_000223,Analyst,1996-08-04,2019-09-24,,53483.05,53483.05,53483.05,5,2674.15,1604.49,1337.08
DUMMY_EX_756178_000224,Manager,1963-11-24,2020-07-13,,133179.37,133179.37,133179.37,5,6658.97,3995.38,3329.48
DUMMY_EX_522574_000225,Analyst,1984-09-23,2013-09-25,,72361.85,72361.85,72361.85,3,2170.86,2170.86,1085.43
DUMMY_EX_495067_000227,Director,1985-06-11,2013-12-18,,221981.14,221981.14,221981.14,6,13318.87,6659.43,6659.44
DUMMY_EX_232017_000228,Analyst,1979-06-06,2014-07-07,,74093.0,74093.0,74093.0,4,2963.72,2222.79,1481.86
