ssn,role,birth_date,hire_date,termination_date,gross_compensation,plan_year_compensation,capped_compensation,pre_tax_deferral_percentage,pre_tax_contributions,employer_non_elective_contribution,employer_match_contribution
DUMMY_EX_587757_000074,Analyst,1985-10-17,2015-02-12,,91903.19,91903.19,91903.19,0,0.0,2757.1,0.0
DUMMY_EX_253098_000075,Manager,1975-08-04,2017-01-29,,177590.64,177590.64,177590.64,2,3551.81,5327.72,1775.9
DUMMY_EX_137994_000076,Manager,1991-02-07,2017-12-27,,102980.04,102980.04,102980.04,3,3089.4,3089.4,1544.7
DUMMY_EX_919670_000077,Manager,1975-01-22,2017-06-16,,148814.37,148814.37,148814.37,10,14881.44,4464.43,4464.43
DUMMY_EX_155111_000078,Analyst,1983-07-07,2013-08-05,,95040.18,95040.18,95040.18,7,6652.81,2851.21,2851.2
DUMMY_EX_598844_000079,Analyst,1985-03-16,2018-10-21,,75433.98,75433.98,75433.98,0,0.0,2263.02,0.0
DUMMY_EX_344190_000080,Analyst,1982-01-10,2019-03-30,,78613.78,78613.78,78613.78,10,7861.38,2358.41,2358.42
DUMMY_EX_303677_000082,Analyst,1967-06-11,2017-04-05,,77487.53,77487.53,77487.53,9,6973.88,2324.63,2324.62
DUMMY_EX_316833_000083,Manager,1978-08-05,2014-03-07,,118113.19,118113.19,118113.19,12,14173.58,3543.4,3543.4
DUMMY_EX_974516_000084,Manager,1974-02-20,2017-05-02,,93263.05,93263.05,93263.05,4,3730.52,2797.89,1865.26
DUMMY_EX_817242_000085,Analyst,1956-12-06,2015-09-16,,78949.74,78949.74,78949.74,0,0.0,2368.49,0.0
DUMMY_EX_692416_000086,Analyst,1975-07-02,2014-05-22,,88408.09,88408.09,88408.09,6,5304.49,2652.24,2652.24
DUMMY_EX_937269_000087,Director,1979-11-26,2011-10-23,,419970.08,419970.08,330000.0,6,22500.0,12599.1,11250.0
DUMMY_EX_114993_000088,Analyst,1985-09-22,2015-09-07,,79476.89,79476.89,79476.89,10,7947.69,2384.31,2384.3
DUMMY_EX_103757_000089,Analyst,1982-02-10,2019-05-09,,80057.5,80057.5,80057.5,0,0.0,2401.72,0.0
DUMMY_EX_156887_000090,Analyst,1993-02-16,2017-08-17,,84188.27,84188.27,84188.27,3,2525.65,2525.65,1262.82
DUMMY_EX_332094_000091,Analyst,1975-08-16,2020-03-19,,88871.76,88871.76,88871.76,9,7998.46,2666.15,2666.16
DUMMY_EX_768278_000092,Analyst,1988-08-11,2012-04-04,,101885.6,101885.6,101885.6,5,5094.28,3056.57,2547.14
DUMMY_EX_518426_000094,Manager,1981-09-06,2009-01-07,,165928.11,165928.11,165928.11,10,16592.81,4977.84,4977.84
DUMMY_EX_165047_000095,Analyst,1977-02-03,2015-04-18,,70912.31,70912.31,70912.31,3,2127.37,2127.37,1063.68
DUMMY_EX_132953_000098,Manager,1980-10-05,2005-08-03,,138769.41,138769.41,138769.41,10,13876.94,4163.08,4163.08
DUMMY_EX_680272_000099,Manager,1979-12-13,2013-12-12,,149965.71,149965.71,149965.71,2,2999.31,4498.97,1499.66
DUMMY_EX_903881_000100,Manager,1975-01-07,2013-08-21,,166738.63,166738.63,166738.63,0,0.0,5002.16,0.0
DUMMY_EX_252836_000101,Analyst,1969-01-09,2009-09-14,,102147.33,102147.33,102147.33,10,10214.73,3064.42,3064.42
DUMMY_EX_483072_000102,Analyst,1982-12-01,2011-12-22,,78267.11,78267.11,78267.11,4,3130.68,2348.01,1565.34
DUMMY_EX_312459_000103,Analyst,1976-02-12,2019-12-16,,76435.53,76435.53,76435.53,0,0.0,2293.07,0.0
DUMMY_EX_582612_000104,Manager,1985-11-18,2017-06-23,,122034.85,122034.85,122034.85,7,8542.44,3661.05,3661.04
DUMMY_EX_556223_000105,Manager,1973-12-22,2010-07-05,,126489.56,126489.56,126489.56,10,12648.96,3794.69,3794.68
DUMMY_EX_307484_000107,Manager,1983-08-20,2016-06-16,,196128.96,196128.96,196128.96,10,19612.9,5883.87,5883.87
DUMMY_EX_355571_000108,Manager,1981-04-25,2011-10-07,,112451.37,112451.37,112451.37,6,6747.08,3373.54,3373.54
DUMMY_EX_734839_000109,Manager,1991-09-20,2017-08-28,,136937.0,136937.0,136937.0,5,6846.85,4108.11,3423.42
DUMMY_EX_453198_000111,Analyst,1995-09-18,2018-05-30,,67275.44,67275.44,67275.44,3,2018.26,2018.26,1009.13
DUMMY_EX_948248_000112,Analyst,1978-04-28,2013-10-30,,60814.44,60814.44,60814.44,2,1216.29,1824.43,608.14
DUMMY_EX_894501_000113,Analyst,1986-01-13,2017-08-23,,93294.89,93294.89,93294.89,3,2798.85,2798.85,1399.42
DUMMY_EX_233348_000114,Analyst,1985-05-08,2017-10-14,,77176.04,77176.04,77176.04,5,3858.8,2315.28,1929.4
DUMMY_EX_872244_000115,Manager,1966-10-23,2019-11-27,,146951.13,146951.13,146951.13,0,0.0,4408.53,0.0
DUMMY_EX_141332_000117,Manager,1985-07-04,2010-09-02,,134044.09,134044.09,134044.09,3,4021.32,4021.32,2010.66
DUMMY_EX_803586_000118,Analyst,1974-09-05,2013-08-02,,70741.49,70741.49,70741.49,6,4244.49,2122.24,2122.24
DUMMY_EX_157534_000119,Manager,1978-08-07,2018-02-04,,203165.99,203165.99,203165.99,1,2031.66,6094.98,1015.83
DUMMY_EX_944375_000120,Analyst,1990-06-22,2015-03-10,,78497.97,78497.97,78497.97,4,3139.92,2354.94,1569.96
DUMMY_EX_821325_000121,Analyst,1974-12-08,2015-12-02,,70941.5,70941.5,70941.5,2,1418.83,2128.24,709.42
DUMMY_EX_650906_000122,Analyst,1984-07-15,2012-11-23,,71572.76,71572.76,71572.76,3,2147.18,2147.18,1073.59
DUMMY_EX_637606_000123,Analyst,1978-10-25,2017-09-01,,82253.95,82253.95,82253.95,5,4112.7,2467.62,2056.35
DUMMY_EX_540566_000125,Analyst,1966-10-25,2008-09-21,,121201.09,121201.09,121201.09,3,3636.03,3636.03,1818.02
DUMMY_EX_289848_000126,Manager,1974-11-05,2013-11-25,,167825.79,167825.79,167825.79,5,8391.29,5034.77,4195.65
DUMMY_EX_899572_000127,Manager,1976-10-18,2016-01-04,,131501.34,131501.34,131501.34,9,11835.12,3945.04,3945.04
DUMMY_EX_316938_000128,Analyst,1983-06-08,2017-06-14,,65057.35,65057.35,65057.35,7,4554.01,1951.72,1951.72
DUMMY_EX_331751_000129,Analyst,1982-11-03,2008-02-24,,81044.03,81044.03,81044.03,4,3241.76,2431.32,1620.88
DUMMY_EX_442394_000132,Analyst,1987-10-05,2019-12-21,,86721.63,86721.63,86721.63,5,4336.08,2601.65,2168.04
DUMMY_EX_468620_000134,Analyst,1968-08-14,2011-08-05,,85721.5,85721.5,85721.5,0,0.0,2571.64,0.0
DUMMY_EX_383557_000135,Analyst,1982-11-02,2012-07-10,,83150.52,83150.52,83150.52,2,1663.01,2494.52,831.5
DUMMY_EX_339172_000136,Manager,1977-02-25,2014-06-27,,126319.44,126319.44,126319.44,3,3789.58,3789.58,1894.79
DUMMY_EX_425099_000137,Analyst,1973-04-15,2016-07-08,,53149.48,53149.48,53149.48,7,3720.46,1594.48,1594.48
DUMMY_EX_297106_000138,Director,1978-06-03,2011-09-29,,434108.13,434108.13,330000.0,6,22500.0,13023.24,11250.0
DUMMY_EX_222514_000140,Analyst,1978-10-04,2011-03-22,,92538.56,92538.56,92538.56,5,4626.93,2776.16,2313.46
DUMMY_EX_342772_000141,Analyst,1980-03-28,2011-05-28,,103201.82,103201.82,103201.82,6,6192.11,3096.05,3096.06
DUMMY_EX_205583_000142,Analyst,1973-04-10,2016-01-28,,73355.03,73355.03,73355.03,4,2934.2,2200.65,1467.1
DUMMY_EX_567554_000143,Analyst,1971-07-18,2011-11-03,,79324.58,79324.58,79324.58,4,3172.98,2379.74,1586.49
DUMMY_EX_450818_000144,Analyst,1986-05-04,2015-08-15,,76013.38,76013.38,76013.38,2,1520.27,2280.4,760.14
DUMMY_EX_993646_000145,Analyst,1982-12-18,2019-04-23,,102093.74,102093.74,102093.74,0,0.0,3062.81,0.0
DUMMY_EX_917032_000146,Director,1964-09-15,2016-01-02,,235122.02,235122.02,235122.02,7,16458.54,7053.66,7053.66
DUMMY_EX_396789_000147,Analyst,1976-10-05,2015-02-01,,78959.74,78959.74,78959.74,5,3947.99,2368.79,1974.0
DUMMY_EX_712511_000150,Director,1980-05-14,2010-05-03,,426492.25,426492.25,330000.0,2,8529.84,12794.77,4264.92
DUMMY_EX_237681_000151,Analyst,1958-03-02,2012-03-02,,72967.42,72967.42,72967.42,6,4378.05,2189.02,2189.02
DUMMY_EX_410009_000153,Analyst,1980-03-10,2012-04-15,,93625.35,93625.35,93625.35,15,14043.8,2808.76,2808.76
DUMMY_EX_196854_000154,Analyst,1989-05-03,2012-02-18,,97063.14,97063.14,97063.14,9,8735.68,2911.89,2911.9
DUMMY_EX_148026_000156,Analyst,1985-11-25,2012-03-20,,107544.85,107544.85,107544.85,7,7528.14,3226.35,3226.34
DUMMY_EX_430215_000157,Analyst,1975-07-04,2016-12-04,,75734.59,75734.59,75734.59,3,2272.04,2272.04,1136.02
DUMMY_EX_176877_000158,Analyst,1990-03-08,2018-12-10,,61365.47,61365.47,61365.47,0,0.0,1840.96,0.0
DUMMY_EX_788064_000159,Analyst,1979-02-25,2018-05-13,,117926.59,117926.59,117926.59,7,8254.86,3537.8,3537.8
DUMMY_EX_944280_000160,Analyst,1983-06-18,2010-03-17,,104501.4,104501.4,104501.4,5,5225.07,3135.04,2612.54
DUMMY_EX_956689_000161,Manager,1996-11-20,2019-07-14,,150785.1,150785.1,150785.1,5,7539.26,4523.55,3769.63
DUMMY_EX_932988_000162,Manager,1964-06-09,2017-08-23,,239565.63,239565.63,239565.63,0,0.0,7186.97,0.0
DUMMY_EX_932907_000163,Analyst,1980-12-08,2011-10-17,,75198.55,75198.55,75198.55,1,751.99,2255.96,376.0
DUMMY_EX_761197_000164,Manager,1967-08-06,2016-06-24,,172795.28,172795.28,172795.28,0,0.0,5183.86,0.0
DUMMY_EX_471202_000166,Analyst,1982-05-22,2016-08-07,,80780.02,80780.02,80780.02,12,9693.6,2423.4,2423.4
DUMMY_EX_422327_000167,Analyst,1973-07-20,2016-05-27,,82531.32,82531.32,82531.32,9,7427.82,2475.94,2475.94
DUMMY_EX_366301_000168,Analyst,1975-11-01,2017-01-31,,89255.09,89255.09,89255.09,5,4462.75,2677.65,2231.38
DUMMY_EX_470372_000169,Manager,1981-04-05,2014-05-16,,103038.2,103038.2,103038.2,0,0.0,3091.15,0.0
DUMMY_EX_525551_000170,Manager,1985-12-03,2016-10-14,,163653.55,163653.55,163653.55,0,0.0,4909.61,0.0
DUMMY_EX_143734_000171,Manager,1975-07-02,2015-12-21,,156998.08,156998.08,156998.08,5,7849.9,4709.94,3924.95
DUMMY_EX_987066_000174,Analyst,1989-01-21,2017-01-07,,84853.68,84853.68,84853.68,7,5939.76,2545.61,2545.61
DUMMY_EX_324767_000178,Manager,1982-02-12,2017-06-01,,99273.43,99273.43,99273.43,7,6949.14,2978.2,2978.2
DUMMY_EX_953297_000179,Manager,1970-01-07,2014-01-15,,158992.88,158992.88,158992.88,5,7949.64,4769.79,3974.82
DUMMY_EX_690386_000180,Manager,1977-03-20,2016-03-05,,151450.39,151450.39,151450.39,1,1514.5,4543.51,757.25
DUMMY_EX_574373_000181,Manager,1978-04-16,2015-07-15,,130827.16,130827.16,130827.16,0,0.0,3924.81,0.0
DUMMY_EX_550908_000184,Manager,1981-02-25,2015-05-04,,166584.25,166584.25,166584.25,7,11660.9,4997.53,4997.53
DUMMY_EX_257363_000185,Analyst,1989-11-26,2019-09-17,,84806.46,84806.46,84806.46,2,1696.13,2544.19,848.06
DUMMY_EX_268572_000186,Analyst,1969-05-22,2018-07-26,,82312.82,82312.82,82312.82,4,3292.51,2469.38,1646.26
DUMMY_EX_263520_000188,Analyst,1991-10-14,2015-10-19,,65081.55,65081.55,65081.55,5,3254.08,1952.45,1627.04
DUMMY_EX_570254_000190,Analyst,1985-01-09,2015-06-17,,90554.83,90554.83,90554.83,10,9055.48,2716.64,2716.64
DUMMY_EX_553827_000191,Manager,1973-05-08,2016-02-07,,89970.96,89970.96,89970.96,5,4498.55,2699.13,2249.28
DUMMY_EX_956159_000192,Manager,1967-09-15,2012-06-26,,156322.12,156322.12,156322.12,0,0.0,4689.66,0.0
DUMMY_EX_591920_000193,Director,1990-12-08,2015-08-28,,172322.19,172322.19,172322.19,0,0.0,5169.67,0.0
DUMMY_EX_439060_000194,Manager,1976-07-28,2016-09-22,,156718.84,156718.84,156718.84,5,7835.94,4701.57,3917.97
DUMMY_EX_587647_000198,Analyst,1985-11-24,2016-12-24,,80409.81,80409.81,80409.81,2,1608.2,2412.29,804.1
DUMMY_EX_257994_000200,Manager,1984-08-23,2008-11-20,,119344.69,119344.69,119344.69,6,7160.68,3580.34,3580.34
DUMMY_EX_235872_000201,Analyst,1975-02-08,2017-01-15,,103008.25,103008.25,103008.25,6,6180.5,3090.25,3090.25
DUMMY_EX_522598_000203,Analyst,1960-02-19,2012-09-14,,131274.88,131274.88,131274.88,2,2625.5,3938.25,1312.75
DUMMY_EX_113989_000204,Analyst,1972-05-11,2017-08-21,,80413.24,80413.24,80413.24,0,0.0,2412.4,0.0
DUMMY_EX_470848_000206,Manager,1983-12-14,2013-07-10,,117286.6,117286.6,117286.6,1,1172.87,3518.6,586.43
DUMMY_EX_797382_000207,Analyst,1967-12-04,2017-08-29,,105713.85,105713.85,105713.85,1,1057.14,3171.42,528.57
DUMMY_EX_481109_000208,Manager,1962-10-19,2019-09-10,,159251.93,159251.93,159251.93,6,9555.12,4777.56,4777.56
DUMMY_EX_297967_000209,Manager,1979-07-14,2017-01-14,,104939.1,104939.1,104939.1,0,0.0,3148.17,0.0
DUMMY_EX_312738_000211,Analyst,1970-08-15,2012-12-19,,75526.38,75526.38,75526.38,5,3776.32,2265.79,1888.16
DUMMY_EX_936337_000215,Analyst,1977-10-21,2011-08-26,,56460.49,56460.49,56460.49,6,3387.63,1693.81,1693.82
DUMMY_EX_887545_000217,Analyst,1979-10-15,2019-09-14,,91058.48,91058.48,91058.48,5,4552.92,2731.75,2276.46
DUMMY_EX_219487_000218,Analyst,1967-07-11,2006-02-08,,94562.09,94562.09,94562.09,8,7564.97,2836.86,2836.86
DUMMY_EX_655678_000219,Analyst,1985-08-28,2011-05-12,,77271.63,77271.63,77271.63,2,1545.43,2318.15,772.72
DUMMY_EX_211313_000220,Director,1989-11-06,2012-07-12,,174544.97,174544.97,174544.97,4,6981.8,5236.35,3490.9
DUMMY_EX_241659_000221,Analyst,1977-06-11,2016-07-25,,70872.96,70872.96,70872.96,10,7087.3,2126.19,2126.19
DUMMY_EX_741906_000222,Analyst,1980-10-06,2016-03-08,,73969.13,73969.13,73969.13,0,0.0,2219.07,0.0
DUMMY_EX_447438_000223,Analyst,1996-08-04,2019-09-24,,56507.54,56507.54,56507.54,5,2825.38,1695.23,1412.69
DUMMY_EX_756178_000224,Manager,1963-11-24,2020-07-13,,144235.74,144235.74,144235.74,5,7211.79,4327.07,3605.9
DUMMY_EX_522574_000225,Analyst,1984-09-23,2013-09-25,,78674.5,78674.5,78674.5,3,2360.24,2360.24,1180.12
DUMMY_EX_495067_000227,Director,1985-06-11,2013-12-18,,232848.13,232848.13,232848.13,6,13970.89,6985.44,6985.44
DUMMY_EX_232017_000228,Analyst,1979-06-06,2014-07-07,,78897.31,78897.31,78897.31,4,3155.89,2366.92,1577.94
DUMMY_EX_784051_000231,Director,1969-09-19,2012-04-16,,420368.13,420368.13,330000.0,5,21018.41,12611.04,10509.2
DUMMY_EX_299575_000233,Analyst,1974-09-27,2015-06-26,,80579.35,80579.35,80579.35,5,4028.97,2417.38,2014.48
DUMMY_EX_566306_000234,Analyst,1983-06-18,2010-01-04,,74628.36,74628.36,74628.36,3,2238.85,2238.85,1119.42
DUMMY_EX_367610_000235,Manager,1985-03-08,2009-11-05,,137485.87,137485.87,137485.87,7,9624.01,4124.58,4124.58
DUMMY_EX_443167_000237,Analyst,1981-01-25,2014-01-26,,63097.9,63097.9,63097.9,4,2523.92,1892.94,1261.96
DUMMY_EX_159349_000238,Analyst,1984-03-12,2019-11-28,,88280.99,88280.99,88280.99,6,5296.86,2648.43,2648.43
DUMMY_EX_238376_000239,Director,1987-04-24,2015-01-20,,327519.98,327519.98,327519.98,15,22500.0,9825.6,9825.6
DUMMY_EX_313038_000243,Analyst,1959-11-19,2018-10-18,,81525.77,81525.77,81525.77,8,6522.06,2445.77,2445.78
DUMMY_EX_286122_000244,Director,1976-10-22,2014-04-15,,548401.73,548401.73,330000.0,6,22500.0,16452.05,11250.0
DUMMY_EX_943128_000245,Analyst,1992-05-23,2018-03-16,,98437.05,98437.05,98437.05,0,0.0,2953.11,0.0
DUMMY_EX_348514_000247,Manager,1981-02-28,2019-06-12,,145700.94,145700.94,145700.94,10,14570.09,4371.03,4371.03
DUMMY_EX_614835_000250,Analyst,1976-04-14,2014-09-24,,70556.7,70556.7,70556.7,8,5644.54,2116.7,2116.7
DUMMY_EX_348394_000251,Analyst,1968-06-09,2016-01-13,,82612.28,82612.28,82612.28,9,7435.11,2478.37,2478.37
DUMMY_EX_947961_000257,Director,1987-04-19,2012-01-30,,252388.74,252388.74,252388.74,2,5047.77,7571.66,2523.89
DUMMY_EX_143832_000258,Manager,1988-01-24,2013-06-22,,125676.81,125676.81,125676.81,0,0.0,3770.3,0.0
DUMMY_EX_993120_000262,Analyst,1972-11-02,2018-04-30,,79382.04,79382.04,79382.04,5,3969.1,2381.46,1984.55
DUMMY_EX_335828_000264,Analyst,1986-07-02,2015-10-02,,86509.45,86509.45,86509.45,0,0.0,2595.28,0.0
DUMMY_EX_255403_000265,Director,1992-04-27,2015-03-22,,342921.65,342921.65,330000.0,10,22500.0,10287.65,10287.65
DUMMY_EX_396943_000266,Analyst,1969-09-28,2009-06-27,,68192.61,68192.61,68192.61,3,2045.78,2045.78,1022.89
DUMMY_EX_356348_000270,Analyst,1973-06-02,2017-04-08,,95432.94,95432.94,95432.94,2,1908.66,2862.99,954.33
DUMMY_EX_658941_000271,Analyst,1984-10-22,2012-01-12,,104681.57,104681.57,104681.57,9,9421.34,3140.45,3140.44
DUMMY_EX_121322_000273,Director,1978-11-04,2020-10-25,,307291.55,307291.55,307291.55,5,15364.58,9218.75,7682.29
DUMMY_EX_779591_000274,Analyst,1986-05-22,2012-05-07,,73346.63,73346.63,73346.63,2,1466.93,2200.4,733.46
DUMMY_EX_351433_000275,Director,1968-02-12,2013-09-03,,512612.79,512612.79,330000.0,3,15378.38,15378.38,7689.19
DUMMY_EX_494951_000276,Analyst,1973-12-14,2009-09-04,,87643.51,87643.51,87643.51,5,4382.18,2629.31,2191.09
DUMMY_EX_559390_000280,Analyst,1979-05-07,2017-09-27,,81031.09,81031.09,81031.09,4,3241.24,2430.93,1620.62
DUMMY_EX_613611_000281,Analyst,1981-05-24,2006-10-13,,94923.3,94923.3,94923.3,3,2847.7,2847.7,1423.85
DUMMY_EX_251122_000282,Analyst,1968-11-28,2019-11-03,,96099.84,96099.84,96099.84,7,6726.99,2883.0,2883.0
DUMMY_EX_582369_000284,Manager,1991-11-15,2015-04-14,,115966.42,115966.42,115966.42,0,0.0,3478.99,0.0
DUMMY_EX_890334_000286,Analyst,1981-06-14,2018-02-22,,64272.49,64272.49,64272.49,3,1928.17,1928.17,964.08
DUMMY_EX_410445_000287,Manager,1982-05-19,2013-07-12,,120246.84,120246.84,120246.84,4,4809.87,3607.41,2404.94
DUMMY_EX_714158_000288,Analyst,1984-07-05,2018-02-22,,64473.05,64473.05,64473.05,3,1934.19,1934.19,967.1
DUMMY_EX_141406_000289,Director,1990-05-03,2016-07-31,,222748.35,222748.35,222748.35,10,22274.84,6682.45,6682.45
DUMMY_EX_178588_000290,Analyst,1982-08-05,2014-03-19,,78764.9,78764.9,78764.9,3,2362.95,2362.95,1181.47
DUMMY_EX_839559_000292,Manager,1968-04-24,2018-09-17,,271784.68,271784.68,271784.68,10,27178.47,8153.54,8153.54
DUMMY_EX_798068_000293,Director,1994-12-08,2019-02-28,,379206.69,379206.69,330000.0,5,18960.33,11376.2,9480.17
