ssn,role,birth_date,hire_date,termination_date,gross_compensation,plan_year_compensation,capped_compensation,pre_tax_deferral_percentage,pre_tax_contributions,employer_non_elective_contribution,employer_match_contribution
DUMMY_EX_494961_000034,Analyst,1966-06-13,2014-02-19,,79618.31,79618.31,79618.31,3,2388.55,2388.55,1194.28
DUMMY_EX_815873_000035,Manager,1976-08-01,2013-02-09,,124547.99,124547.99,124547.99,4,4981.92,3736.44,2490.96
DUMMY_EX_690187_000037,Analyst,1978-04-13,2017-04-13,,81108.59,81108.59,81108.59,4,3244.34,2433.26,1622.17
DUMMY_EX_521277_000038,Director,1969-01-23,2014-02-27,,376178.71,376178.71,345000.0,9,30500.0,11285.36,11285.36
DUMMY_EX_516886_000039,Analyst,1963-05-15,2015-03-19,,65692.79,65692.79,65692.79,6,3941.57,1970.78,1970.78
DUMMY_EX_638917_000040,Analyst,1972-12-01,2018-06-25,,100834.69,100834.69,100834.69,4,4033.39,3025.04,2016.7
DUMMY_EX_494511_000041,Analyst,1953-01-19,2012-02-23,,72783.07,72783.07,72783.07,5,3639.15,2183.49,1819.58
DUMMY_EX_697985_000044,Director,1977-02-25,2016-03-01,,330571.15,330571.15,330571.15,4,13222.85,9917.13,6611.42
DUMMY_EX_283205_000046,Analyst,1983-05-20,2014-07-07,,72057.33,72057.33,72057.33,10,7205.73,2161.72,2161.72
DUMMY_EX_191022_000047,Analyst,1960-02-22,2009-01-22,,78349.67,78349.67,78349.67,7,5484.48,2350.49,2350.49
DUMMY_EX_894272_000048,Director,1978-05-05,2015-04-18,,296707.27,296707.27,296707.27,10,23000.0,8901.22,8901.22
DUMMY_EX_315480_000050,Analyst,1996-10-13,2019-06-17,,68263.3,68263.3,68263.3,8,5461.06,2047.9,2047.9
DUMMY_EX_998424_000052,Analyst,1983-01-14,2009-04-07,,74523.82,74523.82,74523.82,15,11178.57,2235.71,2235.72
DUMMY_EX_793388_000053,Analyst,1980-11-16,2012-06-21,,87544.49,87544.49,87544.49,8,7003.56,2626.33,2626.34
DUMMY_EX_235893_000054,Manager,1988-10-11,2018-10-10,,113338.32,113338.32,113338.32,1,1133.38,3400.15,566.69
DUMMY_EX_303178_000056,Director,1984-12-02,2008-09-15,,436553.08,436553.08,345000.0,4,17462.12,13096.59,8731.06
DUMMY_EX_644089_000058,Director,1976-05-10,2013-06-29,,311720.92,311720.92,311720.92,0,0.0,9351.63,0.0
DUMMY_EX_317180_000059,Manager,1974-12-15,2016-05-30,,186910.55,186910.55,186910.55,3,5607.32,5607.32,2803.66
DUMMY_EX_320563_000060,Manager,1974-07-14,2013-04-05,,162894.24,162894.24,162894.24,4,6515.77,4886.83,3257.88
DUMMY_EX_789827_000063,Analyst,1959-07-15,2017-05-19,,65823.57,65823.57,65823.57,1,658.24,1974.71,329.12
DUMMY_EX_236198_000064,Analyst,1976-10-08,2019-02-05,,90666.71,90666.71,90666.71,9,8160.0,2720.0,2720.0
DUMMY_EX_397179_000065,Director,1974-02-18,2016-08-15,,534305.06,534305.06,345000.0,0,0.0,16029.15,0.0
DUMMY_EX_204000_000069,Analyst,1987-03-04,2010-06-04,,60674.48,60674.48,60674.48,8,4853.96,1820.23,1820.24
DUMMY_EX_368108_000070,Analyst,1965-04-03,2014-05-23,,118752.46,118752.46,118752.46,5,5937.62,3562.57,2968.81
DUMMY_EX_599299_000071,Analyst,1982-07-17,2014-04-28,,103035.68,103035.68,103035.68,6,6182.14,3091.07,3091.07
DUMMY_EX_392454_000073,Manager,1991-01-22,2018-12-04,,148706.54,148706.54,148706.54,6,8922.39,4461.2,4461.2
DUMMY_EX_587757_000074,Analyst,1985-10-17,2015-02-12,,94278.42,94278.42,94278.42,0,0.0,2828.35,0.0
DUMMY_EX_253098_000075,Manager,1975-08-04,2017-01-29,,182197.07,182197.07,182197.07,2,3643.94,5465.91,1821.97
DUMMY_EX_137994_000076,Manager,1991-02-07,2017-12-27,,107115.81,107115.81,107115.81,3,3213.47,3213.47,1606.74
DUMMY_EX_919670_000077,Manager,1975-01-22,2017-06-16,,153994.76,153994.76,153994.76,10,15399.48,4619.84,4619.84
DUMMY_EX_155111_000078,Analyst,1983-07-07,2013-08-05,,97263.96,97263.96,97263.96,7,6808.48,2917.92,2917.92
DUMMY_EX_598844_000079,Analyst,1985-03-16,2018-10-21,,77515.29,77515.29,77515.29,0,0.0,2325.46,0.0
DUMMY_EX_344190_000080,Analyst,1982-01-10,2019-03-30,,81490.17,81490.17,81490.17,10,8149.02,2444.71,2444.7
DUMMY_EX_303677_000082,Analyst,1967-06-11,2017-04-05,,78831.06,78831.06,78831.06,9,7094.8,2364.93,2364.93
DUMMY_EX_316833_000083,Manager,1978-08-05,2014-03-07,,122023.56,122023.56,122023.56,12,14642.83,3660.71,3660.7
DUMMY_EX_974516_000084,Manager,1974-02-20,2017-05-02,,95313.64,95313.64,95313.64,4,3812.55,2859.41,1906.28
DUMMY_EX_817242_000085,Analyst,1956-12-06,2015-09-16,,81631.86,81631.86,81631.86,0,0.0,2448.96,0.0
DUMMY_EX_937269_000087,Director,1979-11-26,2011-10-23,,441294.82,441294.82,345000.0,6,23000.0,13238.84,11500.0
DUMMY_EX_103757_000089,Analyst,1982-02-10,2019-05-09,,83724.7,83724.7,83724.7,0,0.0,2511.74,0.0
DUMMY_EX_156887_000090,Analyst,1993-02-16,2017-08-17,,86175.57,86175.57,86175.57,3,2585.27,2585.27,1292.64
DUMMY_EX_332094_000091,Analyst,1975-08-16,2020-03-19,,92499.25,92499.25,92499.25,9,8324.93,2774.98,2774.98
DUMMY_EX_768278_000092,Analyst,1988-08-11,2012-04-04,,106297.76,106297.76,106297.76,5,5314.89,3188.93,2657.44
DUMMY_EX_518426_000094,Manager,1981-09-06,2009-01-07,,173356.89,173356.89,173356.89,10,17335.69,5200.71,5200.7
DUMMY_EX_165047_000095,Analyst,1977-02-03,2015-04-18,,74177.34,74177.34,74177.34,3,2225.32,2225.32,1112.66
DUMMY_EX_132953_000098,Manager,1980-10-05,2005-08-03,,143927.76,143927.76,143927.76,10,14392.78,4317.83,4317.84
DUMMY_EX_903881_000100,Manager,1975-01-07,2013-08-21,,174513.98,174513.98,174513.98,0,0.0,5235.42,0.0
DUMMY_EX_252836_000101,Analyst,1969-01-09,2009-09-14,,106195.64,106195.64,106195.64,10,10619.56,3185.87,3185.87
DUMMY_EX_483072_000102,Analyst,1982-12-01,2011-12-22,,80469.0,80469.0,80469.0,4,3218.76,2414.07,1609.38
DUMMY_EX_312459_000103,Analyst,1976-02-12,2019-12-16,,80509.7,80509.7,80509.7,0,0.0,2415.29,0.0
DUMMY_EX_582612_000104,Manager,1985-11-18,2017-06-23,,127325.05,127325.05,127325.05,7,8912.75,3819.75,3819.75
DUMMY_EX_556223_000105,Manager,1973-12-22,2010-07-05,,131811.03,131811.03,131811.03,10,13181.1,3954.33,3954.33
DUMMY_EX_307484_000107,Manager,1983-08-20,2016-06-16,,203436.68,203436.68,203436.68,10,20343.67,6103.1,6103.1
DUMMY_EX_355571_000108,Manager,1981-04-25,2011-10-07,,117371.76,117371.76,117371.76,6,7042.31,3521.15,3521.16
DUMMY_EX_734839_000109,Manager,1991-09-20,2017-08-28,,140142.1,140142.1,140142.1,5,7007.1,4204.26,3503.55
DUMMY_EX_453198_000111,Analyst,1995-09-18,2018-05-30,,69098.69,69098.69,69098.69,3,2072.96,2072.96,1036.48
DUMMY_EX_948248_000112,Analyst,1978-04-28,2013-10-30,,62298.58,62298.58,62298.58,2,1245.97,1868.96,622.98
DUMMY_EX_894501_000113,Analyst,1986-01-13,2017-08-23,,95799.4,95799.4,95799.4,3,2873.98,2873.98,1436.99
DUMMY_EX_233348_000114,Analyst,1985-05-08,2017-10-14,,79288.34,79288.34,79288.34,5,3964.42,2378.65,1982.21
DUMMY_EX_872244_000115,Manager,1966-10-23,2019-11-27,,148436.88,148436.88,148436.88,0,0.0,4453.11,0.0
DUMMY_EX_141332_000117,Manager,1985-07-04,2010-09-02,,137695.75,137695.75,137695.75,3,4130.87,4130.87,2065.44
DUMMY_EX_803586_000118,Analyst,1974-09-05,2013-08-02,,72686.92,72686.92,72686.92,6,4361.22,2180.61,2180.61
DUMMY_EX_157534_000119,Manager,1978-08-07,2018-02-04,,212515.54,212515.54,212515.54,1,2125.16,6375.47,1062.58
DUMMY_EX_944375_000120,Analyst,1990-06-22,2015-03-10,,81747.0,81747.0,81747.0,4,3269.88,2452.41,1634.94
DUMMY_EX_821325_000121,Analyst,1974-12-08,2015-12-02,,74233.69,74233.69,74233.69,2,1484.67,2227.01,742.34
DUMMY_EX_650906_000122,Analyst,1984-07-15,2012-11-23,,73194.12,73194.12,73194.12,3,2195.82,2195.82,1097.91
DUMMY_EX_637606_000123,Analyst,1978-10-25,2017-09-01,,83301.34,83301.34,83301.34,5,4165.07,2499.04,2082.54
DUMMY_EX_540566_000125,Analyst,1966-10-25,2008-09-21,,127151.46,127151.46,127151.46,3,3814.54,3814.54,1907.27
DUMMY_EX_289848_000126,Manager,1974-11-05,2013-11-25,,171982.58,171982.58,171982.58,5,8599.13,5159.48,4299.56
DUMMY_EX_316938_000128,Analyst,1983-06-08,2017-06-14,,67663.49,67663.49,67663.49,7,4736.44,2029.9,2029.9
DUMMY_EX_331751_000129,Analyst,1982-11-03,2008-02-24,,83379.45,83379.45,83379.45,4,3335.18,2501.38,1667.59
DUMMY_EX_468620_000134,Analyst,1968-08-14,2011-08-05,,87031.3,87031.3,87031.3,0,0.0,2610.94,0.0
DUMMY_EX_383557_000135,Analyst,1982-11-02,2012-07-10,,84491.64,84491.64,84491.64,2,1689.83,2534.75,844.92
DUMMY_EX_425099_000137,Analyst,1973-04-15,2016-07-08,,56088.34,56088.34,56088.34,7,3926.18,1682.65,1682.65
DUMMY_EX_297106_000138,Director,1978-06-03,2011-09-29,,444480.1,444480.1,345000.0,6,23000.0,13334.4,11500.0
DUMMY_EX_222514_000140,Analyst,1978-10-04,2011-03-22,,97154.26,97154.26,97154.26,5,4857.71,2914.63,2428.86
DUMMY_EX_342772_000141,Analyst,1980-03-28,2011-05-28,,106993.31,106993.31,106993.31,6,6419.6,3209.8,3209.8
DUMMY_EX_205583_000142,Analyst,1973-04-10,2016-01-28,,76425.92,76425.92,76425.92,4,3057.04,2292.78,1528.52
DUMMY_EX_450818_000144,Analyst,1986-05-04,2015-08-15,,79769.48,79769.48,79769.48,2,1595.39,2393.08,797.7
DUMMY_EX_993646_000145,Analyst,1982-12-18,2019-04-23,,106747.28,106747.28,106747.28,0,0.0,3202.42,0.0
DUMMY_EX_917032_000146,Director,1964-09-15,2016-01-02,,243592.47,243592.47,243592.47,7,17051.47,7307.77,7307.78
DUMMY_EX_396789_000147,Analyst,1976-10-05,2015-02-01,,81319.74,81319.74,81319.74,5,4065.99,2439.59,2033.0
DUMMY_EX_712511_000150,Director,1980-05-14,2010-05-03,,435230.42,435230.42,345000.0,2,8704.61,13056.91,4352.3
DUMMY_EX_237681_000151,Analyst,1958-03-02,2012-03-02,,75379.2,75379.2,75379.2,6,4522.75,2261.38,2261.38
DUMMY_EX_410009_000153,Analyst,1980-03-10,2012-04-15,,95765.47,95765.47,95765.47,15,14364.82,2872.96,2872.96
DUMMY_EX_196854_000154,Analyst,1989-05-03,2012-02-18,,100469.66,100469.66,100469.66,9,9042.27,3014.09,3014.09
DUMMY_EX_148026_000156,Analyst,1985-11-25,2012-03-20,,111402.11,111402.11,111402.11,7,7798.15,3342.06,3342.06
DUMMY_EX_430215_000157,Analyst,1975-07-04,2016-12-04,,79086.33,79086.33,79086.33,3,2372.59,2372.59,1186.3
DUMMY_EX_176877_000158,Analyst,1990-03-08,2018-12-10,,63940.68,63940.68,63940.68,0,0.0,1918.22,0.0
DUMMY_EX_788064_000159,Analyst,1979-02-25,2018-05-13,,120881.24,120881.24,120881.24,7,8461.69,3626.44,3626.44
DUMMY_EX_956689_000161,Manager,1996-11-20,2019-07-14,,156337.97,156337.97,156337.97,5,7816.9,4690.14,3908.45
DUMMY_EX_932988_000162,Manager,1964-06-09,2017-08-23,,247616.57,247616.57,247616.57,0,0.0,7428.5,0.0
DUMMY_EX_932907_000163,Analyst,1980-12-08,2011-10-17,,75914.35,75914.35,75914.35,1,759.14,2277.43,379.57
DUMMY_EX_761197_000164,Manager,1967-08-06,2016-06-24,,176188.47,176188.47,176188.47,0,0.0,5285.65,0.0
DUMMY_EX_471202_000166,Analyst,1982-05-22,2016-08-07,,84001.32,84001.32,84001.32,12,10080.16,2520.04,2520.04
DUMMY_EX_422327_000167,Analyst,1973-07-20,2016-05-27,,84568.22,84568.22,84568.22,9,7611.14,2537.05,2537.04
DUMMY_EX_366301_000168,Analyst,1975-11-01,2017-01-31,,92795.5,92795.5,92795.5,5,4639.78,2783.86,2319.89
DUMMY_EX_470372_000169,Manager,1981-04-05,2014-05-16,,105653.01,105653.01,105653.01,0,0.0,3169.59,0.0
DUMMY_EX_525551_000170,Manager,1985-12-03,2016-10-14,,170944.89,170944.89,170944.89,0,0.0,5128.35,0.0
DUMMY_EX_143734_000171,Manager,1975-07-02,2015-12-21,,164352.94,164352.94,164352.94,5,8217.65,4930.59,4108.82
DUMMY_EX_987066_000174,Analyst,1989-01-21,2017-01-07,,87324.29,87324.29,87324.29,7,6112.7,2619.73,2619.73
DUMMY_EX_324767_000178,Manager,1982-02-12,2017-06-01,,102880.05,102880.05,102880.05,7,7201.6,3086.4,3086.4
DUMMY_EX_953297_000179,Manager,1970-01-07,2014-01-15,,163112.58,163112.58,163112.58,5,8155.63,4893.38,4077.82
DUMMY_EX_690386_000180,Manager,1977-03-20,2016-03-05,,156172.57,156172.57,156172.57,1,1561.73,4685.18,780.86
DUMMY_EX_574373_000181,Manager,1978-04-16,2015-07-15,,134792.45,134792.45,134792.45,0,0.0,4043.77,0.0
DUMMY_EX_550908_000184,Manager,1981-02-25,2015-05-04,,174120.16,174120.16,174120.16,7,12188.41,5223.6,5223.6
DUMMY_EX_257363_000185,Analyst,1989-11-26,2019-09-17,,89294.41,89294.41,89294.41,2,1785.89,2678.83,892.94
DUMMY_EX_268572_000186,Analyst,1969-05-22,2018-07-26,,84975.13,84975.13,84975.13,4,3399.01,2549.25,1699.5
DUMMY_EX_263520_000188,Analyst,1991-10-14,2015-10-19,,66671.25,66671.25,66671.25,5,3333.56,2000.14,1666.78
DUMMY_EX_570254_000190,Analyst,1985-01-09,2015-06-17,,93756.85,93756.85,93756.85,10,9375.69,2812.71,2812.7
DUMMY_EX_553827_000191,Manager,1973-05-08,2016-02-07,,93738.13,93738.13,93738.13,5,4686.91,2812.14,2343.46
DUMMY_EX_956159_000192,Manager,1967-09-15,2012-06-26,,164389.78,164389.78,164389.78,0,0.0,4931.69,0.0
DUMMY_EX_591920_000193,Director,1990-12-08,2015-08-28,,178970.17,178970.17,178970.17,0,0.0,5369.11,0.0
DUMMY_EX_439060_000194,Manager,1976-07-28,2016-09-22,,162560.71,162560.71,162560.71,5,8128.04,4876.82,4064.02
DUMMY_EX_587647_000198,Analyst,1985-11-24,2016-12-24,,83391.03,83391.03,83391.03,2,1667.82,2501.73,833.91
DUMMY_EX_257994_000200,Manager,1984-08-23,2008-11-20,,123031.43,123031.43,123031.43,6,7381.89,3690.94,3690.94
DUMMY_EX_235872_000201,Analyst,1975-02-08,2017-01-15,,105775.15,105775.15,105775.15,6,6346.51,3173.25,3173.26
DUMMY_EX_522598_000203,Analyst,1960-02-19,2012-09-14,,136317.9,136317.9,136317.9,2,2726.36,4089.54,1363.18
DUMMY_EX_113989_000204,Analyst,1972-05-11,2017-08-21,,82900.86,82900.86,82900.86,0,0.0,2487.03,0.0
DUMMY_EX_470848_000206,Manager,1983-12-14,2013-07-10,,119240.67,119240.67,119240.67,1,1192.41,3577.22,596.21
DUMMY_EX_797382_000207,Analyst,1967-12-04,2017-08-29,,109885.7,109885.7,109885.7,1,1098.86,3296.57,549.43
DUMMY_EX_481109_000208,Manager,1962-10-19,2019-09-10,,160232.89,160232.89,160232.89,6,9613.97,4806.99,4806.98
DUMMY_EX_297967_000209,Manager,1979-07-14,2017-01-14,,109870.73,109870.73,109870.73,0,0.0,3296.12,0.0
DUMMY_EX_312738_000211,Analyst,1970-08-15,2012-12-19,,77872.85,77872.85,77872.85,5,3893.64,2336.19,1946.82
DUMMY_EX_936337_000215,Analyst,1977-10-21,2011-08-26,,57950.56,57950.56,57950.56,6,3477.03,1738.52,1738.52
DUMMY_EX_887545_000217,Analyst,1979-10-15,2019-09-14,,92469.43,92469.43,92469.43,5,4623.47,2774.08,2311.74
DUMMY_EX_655678_000219,Analyst,1985-08-28,2011-05-12,,81382.96,81382.96,81382.96,2,1627.66,2441.49,813.83
DUMMY_EX_241659_000221,Analyst,1977-06-11,2016-07-25,,73897.03,73897.03,73897.03,10,7389.7,2216.91,2216.91
DUMMY_EX_741906_000222,Analyst,1980-10-06,2016-03-08,,77245.15,77245.15,77245.15,0,0.0,2317.35,0.0
DUMMY_EX_447438_000223,Analyst,1996-08-04,2019-09-24,,57838.27,57838.27,57838.27,5,2891.91,1735.15,1445.96
DUMMY_EX_756178_000224,Manager,1963-11-24,2020-07-13,,149342.38,149342.38,149342.38,5,7467.12,4480.27,3733.56
DUMMY_EX_522574_000225,Analyst,1984-09-23,2013-09-25,,81687.94,81687.94,81687.94,3,2450.64,2450.64,1225.32
DUMMY_EX_495067_000227,Director,1985-06-11,2013-12-18,,238861.44,238861.44,238861.44,6,14331.69,7165.84,7165.84
DUMMY_EX_232017_000228,Analyst,1979-06-06,2014-07-07,,80482.79,80482.79,80482.79,4,3219.31,2414.48,1609.66
DUMMY_EX_784051_000231,Director,1969-09-19,2012-04-16,,433684.62,433684.62,345000.0,5,21684.23,13010.54,10842.12
DUMMY_EX_299575_000233,Analyst,1974-09-27,2015-06-26,,84296.1,84296.1,84296.1,5,4214.8,2528.88,2107.4
DUMMY_EX_566306_000234,Analyst,1983-06-18,2010-01-04,,75637.68,75637.68,75637.68,3,2269.13,2269.13,1134.56
DUMMY_EX_367610_000235,Manager,1985-03-08,2009-11-05,,139458.95,139458.95,139458.95,7,9762.13,4183.77,4183.77
DUMMY_EX_443167_000237,Analyst,1981-01-25,2014-01-26,,65870.99,65870.99,65870.99,4,2634.84,1976.13,1317.42
DUMMY_EX_159349_000238,Analyst,1984-03-12,2019-11-28,,90576.3,90576.3,90576.3,6,5434.58,2717.29,2717.29
DUMMY_EX_238376_000239,Director,1987-04-24,2015-01-20,,343640.85,343640.85,343640.85,15,23000.0,10309.23,10309.22
DUMMY_EX_313038_000243,Analyst,1959-11-19,2018-10-18,,83889.37,83889.37,83889.37,8,6711.15,2516.68,2516.68
DUMMY_EX_286122_000244,Director,1976-10-22,2014-04-15,,566132.82,566132.82,345000.0,6,23000.0,16983.98,11500.0
DUMMY_EX_943128_000245,Analyst,1992-05-23,2018-03-16,,103568.42,103568.42,103568.42,0,0.0,3107.05,0.0
DUMMY_EX_614835_000250,Analyst,1976-04-14,2014-09-24,,73021.21,73021.21,73021.21,8,5841.7,2190.64,2190.64
DUMMY_EX_348394_000251,Analyst,1968-06-09,2016-01-13,,86205.67,86205.67,86205.67,9,7758.51,2586.17,2586.17
DUMMY_EX_947961_000257,Director,1987-04-19,2012-01-30,,266783.62,266783.62,266783.62,2,5335.67,8003.51,2667.84
DUMMY_EX_143832_000258,Manager,1988-01-24,2013-06-22,,128637.04,128637.04,128637.04,0,0.0,3859.11,0.0
DUMMY_EX_993120_000262,Analyst,1972-11-02,2018-04-30,,83235.67,83235.67,83235.67,5,4161.78,2497.07,2080.89
DUMMY_EX_335828_000264,Analyst,1986-07-02,2015-10-02,,89371.64,89371.64,89371.64,0,0.0,2681.15,0.0
DUMMY_EX_255403_000265,Director,1992-04-27,2015-03-22,,353033.19,353033.19,345000.0,10,23000.0,10591.0,10591.0
DUMMY_EX_396943_000266,Analyst,1969-09-28,2009-06-27,,70228.84,70228.84,70228.84,3,2106.87,2106.87,1053.44
DUMMY_EX_356348_000270,Analyst,1973-06-02,2017-04-08,,98067.14,98067.14,98067.14,2,1961.34,2942.01,980.67
DUMMY_EX_121322_000273,Director,1978-11-04,2020-10-25,,317585.33,317585.33,317585.33,5,15879.27,9527.56,7939.64
DUMMY_EX_779591_000274,Analyst,1986-05-22,2012-05-07,,76975.54,76975.54,76975.54,2,1539.51,2309.27,769.76
DUMMY_EX_351433_000275,Director,1968-02-12,2013-09-03,,529893.69,529893.69,345000.0,3,15896.81,15896.81,7948.4
DUMMY_EX_494951_000276,Analyst,1973-12-14,2009-09-04,,90796.8,90796.8,90796.8,5,4539.84,2723.9,2269.92
DUMMY_EX_559390_000280,Analyst,1979-05-07,2017-09-27,,85067.63,85067.63,85067.63,4,3402.71,2552.03,1701.36
DUMMY_EX_613611_000281,Analyst,1981-05-24,2006-10-13,,96717.26,96717.26,96717.26,3,2901.52,2901.52,1450.76
DUMMY_EX_251122_000282,Analyst,1968-11-28,2019-11-03,,98966.76,98966.76,98966.76,7,6927.67,2969.0,2969.0
DUMMY_EX_582369_000284,Manager,1991-11-15,2015-04-14,,119290.94,119290.94,119290.94,0,0.0,3578.73,0.0
DUMMY_EX_890334_000286,Analyst,1981-06-14,2018-02-22,,66685.71,66685.71,66685.71,3,2000.57,2000.57,1000.28
DUMMY_EX_410445_000287,Manager,1982-05-19,2013-07-12,,124958.55,124958.55,124958.55,4,4998.34,3748.76,2499.17
DUMMY_EX_714158_000288,Analyst,1984-07-05,2018-02-22,,66829.23,66829.23,66829.23,3,2004.88,2004.88,1002.44
DUMMY_EX_141406_000289,Director,1990-05-03,2016-07-31,,228228.09,228228.09,228228.09,10,22822.81,6846.84,6846.84
DUMMY_EX_178588_000290,Analyst,1982-08-05,2014-03-19,,82123.57,82123.57,82123.57,3,2463.71,2463.71,1231.86
DUMMY_EX_839559_000292,Manager,1968-04-24,2018-09-17,,286547.54,286547.54,286547.54,10,28654.75,8596.43,8596.42
DUMMY_EX_798068_000293,Director,1994-12-08,2019-02-28,,391594.5,391594.5,345000.0,5,19579.73,11747.84,9789.86
DUMMY_EX_453606_000296,Analyst,1984-11-06,2013-01-16,,56522.33,56522.33,56522.33,0,0.0,1695.67,0.0
DUMMY_EX_342681_000298,Analyst,1973-02-18,2013-08-13,,84051.31,84051.31,84051.31,5,4202.57,2521.54,2101.28
DUMMY_EX_187440_000300,Manager,1986-04-03,2017-02-17,,137364.19,137364.19,137364.19,7,9615.49,4120.93,4120.92
DUMMY_EX_970270_000301,Analyst,1987-01-01,2014-10-14,,52632.89,52632.89,52632.89,3,1578.99,1578.99,789.5
DUMMY_EX_546947_000303,Analyst,1972-05-20,2016-05-22,,118669.21,118669.21,118669.21,3,3560.08,3560.08,1780.04
DUMMY_EX_394661_000306,Manager,1977-07-15,2015-07-02,,154476.33,154476.33,154476.33,5,7723.82,4634.29,3861.91
DUMMY_EX_536810_000308,Analyst,1979-10-14,2018-12-16,,69481.79,69481.79,69481.79,5,3474.09,2084.45,1737.04
DUMMY_EX_474136_000309,Analyst,1978-08-25,2017-11-09,,102735.25,102735.25,102735.25,9,9246.17,3082.06,3082.06
DUMMY_EX_836237_000310,Analyst,1973-12-14,2011-06-06,,95040.42,95040.42,95040.42,0,0.0,2851.21,0.0
DUMMY_EX_709879_000311,Manager,1971-08-27,2018-03-13,,128286.74,128286.74,128286.74,5,6414.34,3848.6,3207.17
DUMMY_EX_748214_000314,Manager,1994-06-20,2018-02-24,,137205.27,137205.27,137205.27,5,6860.26,4116.16,3430.13
DUMMY_EX_734138_000315,Analyst,1976-03-27,2015-05-24,,85909.99,85909.99,85909.99,5,4295.5,2577.3,2147.75
DUMMY_EX_748889_000318,Manager,1975-12-19,2016-05-10,,105877.7,105877.7,105877.7,9,9528.99,3176.33,3176.33
DUMMY_EX_964155_000319,Manager,1972-10-26,2012-05-30,,169092.17,169092.17,169092.17,9,15218.3,5072.77,5072.77
DUMMY_EX_728716_000320,Analyst,1984-03-25,2018-08-23,,81476.39,81476.39,81476.39,12,9777.17,2444.29,2444.29
DUMMY_EX_854014_000321,Analyst,1987-01-28,2010-11-02,,73097.94,73097.94,73097.94,3,2192.94,2192.94,1096.47
