ssn,role,birth_date,hire_date,termination_date,gross_compensation,plan_year_compensation,capped_compensation,pre_tax_deferral_percentage,pre_tax_contributions,employer_non_elective_contribution,employer_match_contribution
DUMMY_EX_789827_000063,Analyst,1959-07-15,2017-05-19,,58112.34,58112.34,58112.34,1,581.12,1743.37,290.56
DUMMY_EX_236198_000064,Analyst,1976-10-08,2019-02-05,,78796.28,78796.28,78796.28,9,7091.67,2363.89,2363.89
DUMMY_EX_397179_000065,Director,1974-02-18,2016-08-15,,449715.97,449715.97,285000.0,0,0.0,13491.48,0.0
DUMMY_EX_463502_000066,Analyst,1981-03-15,2011-05-27,,77911.65,77911.65,77911.65,2,1558.23,2337.35,779.12
DUMMY_EX_319739_000067,Analyst,1990-10-23,2020-04-06,,63338.79,46552.28,46552.28,15,6982.84,1396.57,1396.57
DUMMY_EX_791601_000068,Analyst,1990-08-28,2015-08-01,,63979.31,63979.31,63979.31,5,3198.97,1919.38,1599.48
DUMMY_EX_204000_000069,Analyst,1987-03-04,2010-06-04,,52618.78,52618.78,52618.78,8,4209.5,1578.56,1578.56
DUMMY_EX_368108_000070,Analyst,1965-04-03,2014-05-23,,105917.4,105917.4,105917.4,5,5295.87,3177.52,2647.94
DUMMY_EX_599299_000071,Analyst,1982-07-17,2014-04-28,,91293.54,91293.54,91293.54,6,5477.61,2738.81,2738.8
DUMMY_EX_471028_000072,Analyst,1976-01-06,2013-03-22,,44092.42,44092.42,44092.42,6,2645.55,1322.77,1322.78
DUMMY_EX_392454_000073,Manager,1991-01-22,2018-12-04,,127204.25,127204.25,127204.25,6,7632.26,3816.13,3816.13
DUMMY_EX_587757_000074,Analyst,1985-10-17,2015-02-12,,81981.72,81981.72,81981.72,0,0.0,2459.45,0.0
DUMMY_EX_253098_000075,Manager,1975-08-04,2017-01-29,,158284.14,158284.14,158284.14,2,3165.68,4748.52,1582.84
DUMMY_EX_137994_000076,Manager,1991-02-07,2017-12-27,,92246.53,92246.53,92246.53,3,2767.4,2767.4,1383.7
DUMMY_EX_919670_000077,Manager,1975-01-22,2017-06-16,,133708.83,133708.83,133708.83,10,13370.88,4011.26,4011.26
DUMMY_EX_155111_000078,Analyst,1983-07-07,2013-08-05,,87554.1,87554.1,87554.1,7,6128.79,2626.62,2626.62
DUMMY_EX_598844_000079,Analyst,1985-03-16,2018-10-21,,70243.65,70243.65,70243.65,0,0.0,2107.31,0.0
DUMMY_EX_344190_000080,Analyst,1982-01-10,2019-03-30,,70598.32,70598.32,70598.32,10,7059.83,2117.95,2117.95
DUMMY_EX_355697_000081,Manager,1970-08-11,2013-10-24,,150798.17,150798.17,150798.17,10,15079.82,4523.95,4523.94
DUMMY_EX_303677_000082,Analyst,1967-06-11,2017-04-05,,73559.14,73559.14,73559.14,9,6620.32,2206.77,2206.78
DUMMY_EX_316833_000083,Manager,1978-08-05,2014-03-07,,105319.41,105319.41,105319.41,12,12638.33,3159.58,3159.58
DUMMY_EX_974516_000084,Manager,1974-02-20,2017-05-02,,82650.84,82650.84,82650.84,4,3306.03,2479.53,1653.02
DUMMY_EX_817242_000085,Analyst,1956-12-06,2015-09-16,,71515.51,71515.51,71515.51,0,0.0,2145.47,0.0
DUMMY_EX_692416_000086,Analyst,1975-07-02,2014-05-22,,80017.31,80017.31,80017.31,6,4801.04,2400.52,2400.52
DUMMY_EX_937269_000087,Director,1979-11-26,2011-10-23,,376595.53,376595.53,285000.0,6,19500.0,11297.87,9750.0
DUMMY_EX_114993_000088,Analyst,1985-09-22,2015-09-07,,70467.23,70467.23,70467.23,10,7046.72,2114.02,2114.02
DUMMY_EX_103757_000089,Analyst,1982-02-10,2019-05-09,,70047.43,70047.43,70047.43,0,0.0,2101.42,0.0
DUMMY_EX_156887_000090,Analyst,1993-02-16,2017-08-17,,76981.24,76981.24,76981.24,3,2309.44,2309.44,1154.72
DUMMY_EX_332094_000091,Analyst,1975-08-16,2020-03-19,,81702.98,64067.64,64067.64,9,5766.09,1922.03,1922.03
DUMMY_EX_768278_000092,Analyst,1988-08-11,2012-04-04,,89942.86,89942.86,89942.86,5,4497.14,2698.29,2248.57
DUMMY_EX_251788_000093,Analyst,1993-04-03,2016-07-26,,65666.78,65666.78,65666.78,10,6566.68,1970.0,1970.0
DUMMY_EX_518426_000094,Manager,1981-09-06,2009-01-07,,151433.31,151433.31,151433.31,10,15143.33,4543.0,4543.0
DUMMY_EX_165047_000095,Analyst,1977-02-03,2015-04-18,,65197.1,65197.1,65197.1,3,1955.91,1955.91,977.96
DUMMY_EX_778923_000096,Director,1985-06-04,2011-08-26,,429164.42,429164.42,285000.0,4,17166.58,12874.93,8583.29
DUMMY_EX_838157_000097,Analyst,1985-04-28,2018-08-07,,74080.39,74080.39,74080.39,5,3704.02,2222.41,1852.01
DUMMY_EX_132953_000098,Manager,1980-10-05,2005-08-03,,124883.15,124883.15,124883.15,10,12488.32,3746.49,3746.5
DUMMY_EX_680272_000099,Manager,1979-12-13,2013-12-12,,136926.3,136926.3,136926.3,2,2738.53,4107.79,1369.26
DUMMY_EX_903881_000100,Manager,1975-01-07,2013-08-21,,152242.03,152242.03,152242.03,0,0.0,4567.26,0.0
DUMMY_EX_252836_000101,Analyst,1969-01-09,2009-09-14,,92497.06,92497.06,92497.06,10,9249.71,2774.91,2774.91
DUMMY_EX_483072_000102,Analyst,1982-12-01,2011-12-22,,69695.31,69695.31,69695.31,4,2787.81,2090.86,1393.9
DUMMY_EX_312459_000103,Analyst,1976-02-12,2019-12-16,,68035.84,68035.84,68035.84,0,0.0,2041.08,0.0
DUMMY_EX_582612_000104,Manager,1985-11-18,2017-06-23,,108158.42,108158.42,108158.42,7,7571.09,3244.75,3244.76
DUMMY_EX_556223_000105,Manager,1973-12-22,2010-07-05,,111588.32,111588.32,111588.32,10,11158.83,3347.65,3347.65
DUMMY_EX_678380_000106,Manager,1989-10-17,2013-03-01,,94753.86,94753.86,94753.86,9,8527.85,2842.62,2842.62
DUMMY_EX_307484_000107,Manager,1983-08-20,2016-06-16,,176826.44,176826.44,176826.44,10,17682.64,5304.79,5304.8
DUMMY_EX_355571_000108,Manager,1981-04-25,2011-10-07,,103713.6,103713.6,103713.6,6,6222.82,3111.41,3111.41
DUMMY_EX_734839_000109,Manager,1991-09-20,2017-08-28,,126876.42,126876.42,126876.42,5,6343.82,3806.29,3171.91
DUMMY_EX_335033_000110,Manager,1972-03-03,2020-12-09,,91343.99,5490.62,5490.62,6,329.44,164.72,164.72
DUMMY_EX_453198_000111,Analyst,1995-09-18,2018-05-30,,60526.9,60526.9,60526.9,3,1815.81,1815.81,907.9
DUMMY_EX_948248_000112,Analyst,1978-04-28,2013-10-30,,56043.87,56043.87,56043.87,2,1120.88,1681.32,560.44
DUMMY_EX_894501_000113,Analyst,1986-01-13,2017-08-23,,86110.49,86110.49,86110.49,3,2583.31,2583.31,1291.66
DUMMY_EX_233348_000114,Analyst,1985-05-08,2017-10-14,,69621.05,69621.05,69621.05,5,3481.05,2088.63,1740.52
DUMMY_EX_872244_000115,Manager,1966-10-23,2019-11-27,,137114.28,137114.28,137114.28,0,0.0,4113.43,0.0
DUMMY_EX_876505_000116,Analyst,1996-05-03,2020-06-23,,57896.32,30213.65,30213.65,0,0.0,906.41,0.0
DUMMY_EX_141332_000117,Manager,1985-07-04,2010-09-02,,119743.05,119743.05,119743.05,3,3592.29,3592.29,1796.14
DUMMY_EX_803586_000118,Analyst,1974-09-05,2013-08-02,,63162.74,63162.74,63162.74,6,3789.76,1894.88,1894.88
DUMMY_EX_157534_000119,Manager,1978-08-07,2018-02-04,,187934.83,187934.83,187934.83,1,1879.35,5638.04,939.68
DUMMY_EX_944375_000120,Analyst,1990-06-22,2015-03-10,,70209.29,70209.29,70209.29,4,2808.37,2106.28,1404.18
DUMMY_EX_821325_000121,Analyst,1974-12-08,2015-12-02,,64304.32,64304.32,64304.32,2,1286.09,1929.13,643.04
DUMMY_EX_650906_000122,Analyst,1984-07-15,2012-11-23,,65713.87,65713.87,65713.87,3,1971.42,1971.42,985.71
DUMMY_EX_637606_000123,Analyst,1978-10-25,2017-09-01,,73538.26,73538.26,73538.26,5,3676.91,2206.15,1838.46
DUMMY_EX_430678_000124,Analyst,1978-05-23,2014-09-22,,75727.78,75727.78,75727.78,3,2271.83,2271.83,1135.92
DUMMY_EX_540566_000125,Analyst,1966-10-25,2008-09-21,,110711.41,110711.41,110711.41,3,3321.34,3321.34,1660.67
DUMMY_EX_289848_000126,Manager,1974-11-05,2013-11-25,,154012.2,154012.2,154012.2,5,7700.61,4620.37,3850.3
DUMMY_EX_899572_000127,Manager,1976-10-18,2016-01-04,,120030.67,120030.67,120030.67,9,10802.76,3600.92,3600.92
DUMMY_EX_316938_000128,Analyst,1983-06-08,2017-06-14,,57098.46,57098.46,57098.46,7,3996.89,1712.95,1712.96
DUMMY_EX_331751_000129,Analyst,1982-11-03,2008-02-24,,72747.0,72747.0,72747.0,4,2909.88,2182.41,1454.94
DUMMY_EX_564736_000130,Manager,1974-09-03,2013-08-13,,109978.65,109978.65,109978.65,9,9898.08,3299.36,3299.36
DUMMY_EX_540474_000131,Manager,1990-06-15,2019-12-30,,151772.65,151772.65,151772.65,6,9106.36,4553.18,4553.18
DUMMY_EX_442394_000132,Analyst,1987-10-05,2019-12-21,,79035.14,79035.14,79035.14,5,3951.76,2371.05,1975.88
DUMMY_EX_705557_000133,Manager,1992-10-18,2016-03-03,,111706.07,111706.07,111706.07,8,8936.49,3351.18,3351.18
DUMMY_EX_468620_000134,Analyst,1968-08-14,2011-08-05,,78105.63,78105.63,78105.63,0,0.0,2343.17,0.0
DUMMY_EX_383557_000135,Analyst,1982-11-02,2012-07-10,,74079.06,74079.06,74079.06,2,1481.58,2222.37,740.79
DUMMY_EX_339172_000136,Manager,1977-02-25,2014-06-27,,115997.55,115997.55,115997.55,3,3479.93,3479.93,1739.96
DUMMY_EX_425099_000137,Analyst,1973-04-15,2016-07-08,,47506.22,47506.22,47506.22,7,3325.44,1425.19,1425.18
DUMMY_EX_297106_000138,Director,1978-06-03,2011-09-29,,387726.63,387726.63,285000.0,6,19500.0,11631.8,9750.0
DUMMY_EX_722876_000139,Manager,1968-10-03,2018-04-05,,105134.44,105134.44,105134.44,8,8410.76,3154.03,3154.04
DUMMY_EX_222514_000140,Analyst,1978-10-04,2011-03-22,,84519.57,84519.57,84519.57,5,4225.98,2535.59,2112.99
DUMMY_EX_342772_000141,Analyst,1980-03-28,2011-05-28,,93590.85,93590.85,93590.85,6,5615.45,2807.73,2807.72
DUMMY_EX_205583_000142,Analyst,1973-04-10,2016-01-28,,67048.67,67048.67,67048.67,4,2681.95,2011.46,1340.98
DUMMY_EX_567554_000143,Analyst,1971-07-18,2011-11-03,,70839.05,70839.05,70839.05,4,2833.56,2125.17,1416.78
DUMMY_EX_450818_000144,Analyst,1986-05-04,2015-08-15,,69563.04,69563.04,69563.04,2,1391.26,2086.89,695.63
DUMMY_EX_993646_000145,Analyst,1982-12-18,2019-04-23,,91329.18,91329.18,91329.18,0,0.0,2739.88,0.0
DUMMY_EX_917032_000146,Director,1964-09-15,2016-01-02,,209842.69,209842.69,209842.69,7,14688.99,6295.28,6295.28
DUMMY_EX_396789_000147,Analyst,1976-10-05,2015-02-01,,70326.72,70326.72,70326.72,5,3516.34,2109.8,1758.17
DUMMY_EX_318085_000148,Manager,1972-07-07,2019-03-19,,91013.01,91013.01,91013.01,6,5460.78,2730.39,2730.39
DUMMY_EX_249575_000149,Analyst,1964-03-20,2014-05-02,,72582.64,72582.64,72582.64,9,6532.44,2177.48,2177.48
DUMMY_EX_712511_000150,Director,1980-05-14,2010-05-03,,387090.77,387090.77,285000.0,2,7741.82,11612.72,3870.91
DUMMY_EX_237681_000151,Analyst,1958-03-02,2012-03-02,,64141.15,64141.15,64141.15,6,3848.47,1924.23,1924.24
DUMMY_EX_901096_000152,Director,1996-11-18,2020-12-26,,142944.81,1952.8,1952.8,3,58.58,58.58,29.29
DUMMY_EX_410009_000153,Analyst,1980-03-10,2012-04-15,,85891.76,85891.76,85891.76,15,12883.76,2576.75,2576.76
DUMMY_EX_196854_000154,Analyst,1989-05-03,2012-02-18,,89488.38,89488.38,89488.38,9,8053.95,2684.65,2684.65
DUMMY_EX_951126_000155,Analyst,1960-08-24,2011-08-19,,75810.09,75810.09,75810.09,5,3790.5,2274.3,1895.25
DUMMY_EX_148026_000156,Analyst,1985-11-25,2012-03-20,,94375.46,94375.46,94375.46,7,6606.28,2831.26,2831.26
DUMMY_EX_430215_000157,Analyst,1975-07-04,2016-12-04,,66174.68,66174.68,66174.68,3,1985.24,1985.24,992.62
DUMMY_EX_176877_000158,Analyst,1990-03-08,2018-12-10,,55672.76,55672.76,55672.76,0,0.0,1670.18,0.0
DUMMY_EX_788064_000159,Analyst,1979-02-25,2018-05-13,,106246.33,106246.33,106246.33,7,7437.24,3187.39,3187.39
DUMMY_EX_944280_000160,Analyst,1983-06-18,2010-03-17,,92868.61,92868.61,92868.61,5,4643.43,2786.06,2321.72
DUMMY_EX_956689_000161,Manager,1996-11-20,2019-07-14,,132900.52,132900.52,132900.52,5,6645.03,3987.02,3322.52
DUMMY_EX_932988_000162,Manager,1964-06-09,2017-08-23,,215461.48,215461.48,215461.48,0,0.0,6463.84,0.0
DUMMY_EX_932907_000163,Analyst,1980-12-08,2011-10-17,,67742.73,67742.73,67742.73,1,677.43,2032.28,338.72
DUMMY_EX_761197_000164,Manager,1967-08-06,2016-06-24,,157375.28,157375.28,157375.28,0,0.0,4721.26,0.0
DUMMY_EX_173182_000165,Analyst,1974-06-23,2014-02-02,,110462.47,110462.47,110462.47,10,11046.25,3313.87,3313.88
DUMMY_EX_471202_000166,Analyst,1982-05-22,2016-08-07,,74216.51,74216.51,74216.51,12,8905.98,2226.5,2226.5
DUMMY_EX_422327_000167,Analyst,1973-07-20,2016-05-27,,76272.04,76272.04,76272.04,9,6864.48,2288.16,2288.16
DUMMY_EX_366301_000168,Analyst,1975-11-01,2017-01-31,,80477.3,80477.3,80477.3,5,4023.86,2414.32,2011.93
DUMMY_EX_470372_000169,Manager,1981-04-05,2014-05-16,,92275.09,92275.09,92275.09,0,0.0,2768.25,0.0
DUMMY_EX_525551_000170,Manager,1985-12-03,2016-10-14,,146468.33,146468.33,146468.33,0,0.0,4394.05,0.0
DUMMY_EX_143734_000171,Manager,1975-07-02,2015-12-21,,144534.88,144534.88,144534.88,5,7226.74,4336.05,3613.37
DUMMY_EX_934902_000172,Analyst,1978-06-15,2015-11-10,,69279.71,69279.71,69279.71,1,692.8,2078.39,346.4
DUMMY_EX_156579_000173,Manager,1977-06-10,2018-02-20,,178859.24,178859.24,178859.24,10,17885.92,5365.78,5365.78
DUMMY_EX_987066_000174,Analyst,1989-01-21,2017-01-07,,74788.31,74788.31,74788.31,7,5235.18,2243.65,2243.65
DUMMY_EX_164140_000175,Analyst,1958-06-23,2015-07-16,,56815.66,56815.66,56815.66,4,2272.63,1704.47,1136.32
DUMMY_EX_694781_000176,Manager,1988-06-05,2015-02-14,,121946.45,121946.45,121946.45,12,14633.57,3658.39,3658.4
DUMMY_EX_608265_000177,Director,1997-05-11,2020-10-23,,166130.33,31319.65,31319.65,5,1565.98,939.59,782.99
DUMMY_EX_324767_000178,Manager,1982-02-12,2017-06-01,,87787.12,87787.12,87787.12,7,6145.1,2633.61,2633.62
DUMMY_EX_953297_000179,Manager,1970-01-07,2014-01-15,,146804.2,146804.2,146804.2,5,7340.21,4404.13,3670.1
DUMMY_EX_690386_000180,Manager,1977-03-20,2016-03-05,,133150.65,133150.65,133150.65,1,1331.51,3994.52,665.76
DUMMY_EX_574373_000181,Manager,1978-04-16,2015-07-15,,120463.88,120463.88,120463.88,0,0.0,3613.92,0.0
DUMMY_EX_569570_000182,Manager,1982-04-02,2016-12-21,,163218.92,163218.92,163218.92,5,8160.95,4896.57,4080.48
DUMMY_EX_620296_000183,Analyst,1990-08-10,2019-02-28,,67969.52,67969.52,67969.52,5,3398.48,2039.09,1699.24
DUMMY_EX_550908_000184,Manager,1981-02-25,2015-05-04,,150679.71,150679.71,150679.71,7,10547.58,4520.39,4520.39
DUMMY_EX_257363_000185,Analyst,1989-11-26,2019-09-17,,74956.25,74956.25,74956.25,2,1499.12,2248.69,749.56
DUMMY_EX_268572_000186,Analyst,1969-05-22,2018-07-26,,74424.66,74424.66,74424.66,4,2976.99,2232.74,1488.5
DUMMY_EX_317569_000187,Analyst,1976-07-17,2005-08-17,,61557.03,61557.03,61557.03,0,0.0,1846.71,0.0
DUMMY_EX_263520_000188,Analyst,1991-10-14,2015-10-19,,58492.22,58492.22,58492.22,5,2924.61,1754.77,1462.3
DUMMY_EX_555229_000189,Analyst,1981-01-09,2009-01-24,,55594.6,55594.6,55594.6,7,3891.62,1667.84,1667.84
DUMMY_EX_570254_000190,Analyst,1985-01-09,2015-06-17,,84692.23,84692.23,84692.23,10,8469.22,2540.77,2540.76
DUMMY_EX_553827_000191,Manager,1973-05-08,2016-02-07,,82484.42,82484.42,82484.42,5,4124.22,2474.53,2062.11
DUMMY_EX_956159_000192,Manager,1967-09-15,2012-06-26,,137935.39,137935.39,137935.39,0,0.0,4138.06,0.0
DUMMY_EX_591920_000193,Director,1990-12-08,2015-08-28,,157221.26,157221.26,157221.26,0,0.0,4716.64,0.0
DUMMY_EX_439060_000194,Manager,1976-07-28,2016-09-22,,137797.36,137797.36,137797.36,5,6889.87,4133.92,3444.94
DUMMY_EX_951673_000195,Director,1984-05-28,2014-06-12,,195175.22,195175.22,195175.22,4,7807.01,5855.26,3903.5
DUMMY_EX_451538_000196,Manager,1956-12-21,2010-05-08,,124291.19,124291.19,124291.19,6,7457.47,3728.74,3728.74
DUMMY_EX_279626_000197,Analyst,1980-03-24,2006-11-18,,84054.64,84054.64,84054.64,8,6724.37,2521.64,2521.64
DUMMY_EX_587647_000198,Analyst,1985-11-24,2016-12-24,,72307.07,72307.07,72307.07,2,1446.14,2169.21,723.07
DUMMY_EX_625944_000199,Director,1985-01-08,2013-10-05,,428910.4,428910.4,285000.0,1,4289.1,12867.31,2144.55
DUMMY_EX_257994_000200,Manager,1984-08-23,2008-11-20,,109321.59,109321.59,109321.59,6,6559.3,3279.65,3279.65
DUMMY_EX_235872_000201,Analyst,1975-02-08,2017-01-15,,91858.89,91858.89,91858.89,6,5511.53,2755.77,2755.76
DUMMY_EX_875365_000202,Analyst,1996-06-11,2020-03-30,,49702.81,37480.81,37480.81,5,1874.04,1124.42,937.02
DUMMY_EX_522598_000203,Analyst,1960-02-19,2012-09-14,,119493.3,119493.3,119493.3,2,2389.87,3584.8,1194.94
DUMMY_EX_113989_000204,Analyst,1972-05-11,2017-08-21,,72375.1,72375.1,72375.1,0,0.0,2171.25,0.0
DUMMY_EX_496616_000205,Manager,1986-11-17,2011-03-10,,120043.78,120043.78,120043.78,10,12004.38,3601.31,3601.32
DUMMY_EX_470848_000206,Manager,1983-12-14,2013-07-10,,107646.12,107646.12,107646.12,1,1076.46,3229.38,538.23
DUMMY_EX_797382_000207,Analyst,1967-12-04,2017-08-29,,96314.91,96314.91,96314.91,1,963.15,2889.45,481.58
DUMMY_EX_481109_000208,Manager,1962-10-19,2019-09-10,,144931.27,144931.27,144931.27,6,8695.88,4347.94,4347.94
DUMMY_EX_297967_000209,Manager,1979-07-14,2017-01-14,,95836.88,95836.88,95836.88,0,0.0,2875.11,0.0
