ssn,role,birth_date,hire_date,termination_date,gross_compensation,plan_year_compensation,capped_compensation,pre_tax_deferral_percentage,pre_tax_contributions,employer_non_elective_contribution,employer_match_contribution
DUMMY_EX_182160_000051,Manager,1991-11-22,2023-03-11,,157234.92,157234.92,157234.92,3,4717.05,3144.7,4717.05
DUMMY_EX_156402_000052,Staff,1965-10-01,2015-05-29,,83307.55,83307.55,83307.55,0,0.0,1666.15,0.0
DUMMY_EX_930603_000053,Executive,1989-05-13,2015-06-18,,302726.59,302726.59,302726.59,4,12109.06,6054.53,9081.8
DUMMY_EX_349051_000054,Staff,1991-07-24,2015-03-18,,61294.92,61294.92,61294.92,3,1838.85,1225.9,1838.85
DUMMY_EX_425798_000055,Staff,1980-04-27,2017-08-24,,67653.98,67653.98,67653.98,0,0.0,1353.08,0.0
DUMMY_EX_255433_000056,Staff,1973-01-17,2021-01-09,,79242.72,79242.72,79242.72,3,2377.28,1584.85,2377.28
DUMMY_EX_294485_000057,Staff,2003-07-11,2024-07-18,,40402.06,18324.43,18324.43,2,366.49,366.49,366.49
DUMMY_EX_274584_000058,Staff,1978-09-24,2018-10-03,,69611.63,69611.63,69611.63,6,4176.7,1392.23,2088.35
DUMMY_EX_650900_000059,Staff,1987-03-28,2021-11-22,,74350.31,74350.31,74350.31,5,3717.52,1487.01,2230.51
DUMMY_EX_350933_000060,Executive,1972-04-17,2017-04-04,,565278.75,565278.75,345000.0,4,22611.15,11305.58,16958.36
DUMMY_EX_399828_000061,Staff,1975-05-22,2017-09-19,,50120.86,50120.86,50120.86,2,1002.42,1002.42,1002.42
DUMMY_EX_865918_000062,Staff,1995-10-18,2016-01-26,,63507.75,63507.75,63507.75,3,1905.23,1270.16,1905.23
DUMMY_EX_948840_000063,Staff,1987-06-24,2020-06-14,,74156.14,74156.14,74156.14,7,5190.93,1483.12,2224.68
DUMMY_EX_486890_000064,Staff,1979-04-24,2008-11-21,,65137.38,65137.38,65137.38,4,2605.5,1302.75,1954.12
DUMMY_EX_643422_000065,Staff,1978-08-02,2020-12-26,,48995.42,48995.42,48995.42,10,4899.54,979.91,1469.86
DUMMY_EX_114830_000066,Staff,1985-05-14,2015-11-14,,83428.88,83428.88,83428.88,3,2502.87,1668.58,2502.87
DUMMY_EX_877560_000067,Staff,1984-01-14,2022-06-03,,51602.19,51602.19,51602.19,3,1548.07,1032.04,1548.07
DUMMY_EX_335636_000068,Staff,1980-04-09,2019-06-06,,71043.93,71043.93,71043.93,3,2131.32,1420.88,2131.32
DUMMY_EX_439971_000069,Manager,1971-03-26,2009-10-23,,143042.26,143042.26,143042.26,3,4291.27,2860.85,4291.27
DUMMY_EX_711322_000070,Staff,2003-12-25,2024-02-13,,74068.63,65164.2,65164.2,6,3909.85,1303.28,1954.93
DUMMY_EX_500481_000071,Staff,1987-01-13,2015-09-06,,85058.06,85058.06,85058.06,10,8505.81,1701.16,2551.74
DUMMY_EX_588690_000072,Staff,1973-08-06,2011-09-21,,86485.98,86485.98,86485.98,6,5189.16,1729.72,2594.58
DUMMY_EX_611005_000073,Staff,1990-03-08,2018-06-11,,71672.54,71672.54,71672.54,2,1433.45,1433.45,1433.45
DUMMY_EX_954683_000074,Executive,1977-02-20,2022-05-07,,420810.97,420810.97,345000.0,3,12624.33,8416.22,12624.33
DUMMY_EX_607948_000075,Staff,1988-06-08,2014-12-22,,51981.76,51981.76,51981.76,3,1559.45,1039.64,1559.45
DUMMY_EX_984846_000076,Manager,1996-05-15,2018-07-13,,132996.64,132996.64,132996.64,6,7979.8,2659.93,3989.9
DUMMY_EX_219405_000077,Staff,1986-03-26,2020-12-01,,62466.52,62466.52,62466.52,3,1874.0,1249.33,1874.0
DUMMY_EX_153995_000078,Staff,1977-04-15,2018-02-04,,46399.57,46399.57,46399.57,0,0.0,927.99,0.0
DUMMY_EX_196209_000079,Staff,1975-11-01,2011-06-11,,79435.22,79435.22,79435.22,5,3971.76,1588.7,2383.06
DUMMY_EX_824885_000080,Staff,1976-07-21,2014-05-04,,61197.5,61197.5,61197.5,4,2447.9,1223.95,1835.92
DUMMY_EX_937165_000081,Manager,1973-02-02,2013-07-18,,179862.42,179862.42,179862.42,3,5395.87,3597.25,5395.87
DUMMY_EX_774821_000082,Staff,1995-04-21,2014-05-03,,46061.4,46061.4,46061.4,0,0.0,921.23,0.0
DUMMY_EX_725790_000083,Staff,2004-07-03,2023-12-08,,60936.86,60936.86,60936.86,0,0.0,1218.74,0.0
DUMMY_EX_120899_000084,Staff,1971-08-21,2016-11-06,,62098.57,62098.57,62098.57,3,1862.96,1241.97,1862.96
DUMMY_EX_662475_000085,Staff,2002-07-20,2021-08-02,,41751.84,41751.84,41751.84,10,4175.18,835.04,1252.56
DUMMY_EX_903898_000086,Staff,1971-08-11,2017-12-21,,67827.82,67827.82,67827.82,5,3391.39,1356.56,2034.83
DUMMY_EX_597074_000087,Staff,1983-11-28,2018-10-20,,54444.87,54444.87,54444.87,3,1633.35,1088.9,1633.35
DUMMY_EX_777783_000088,Manager,1982-06-21,2018-05-28,,190333.49,190333.49,190333.49,5,9516.67,3806.67,5710.0
DUMMY_EX_141522_000089,Staff,1988-12-18,2020-11-03,,48375.1,48375.1,48375.1,3,1451.25,967.5,1451.25
DUMMY_EX_710213_000090,Staff,1976-06-19,2011-12-01,,35013.86,35013.86,35013.86,6,2100.83,700.28,1050.42
DUMMY_EX_843043_000091,Staff,2001-01-14,2023-10-27,,39895.6,39895.6,39895.6,4,1595.82,797.91,1196.87
DUMMY_EX_486799_000092,Manager,1979-07-16,2019-10-17,,170464.64,170464.64,170464.64,3,5113.94,3409.29,5113.94
DUMMY_EX_572904_000093,Staff,1988-05-18,2020-04-21,,46535.29,46535.29,46535.29,0,0.0,930.71,0.0
DUMMY_EX_241443_000094,Executive,1976-07-10,2008-07-14,,308527.99,308527.99,308527.99,0,0.0,6170.56,0.0
DUMMY_EX_430875_000095,Executive,1961-09-03,2024-06-06,,352586.33,200376.93,200376.93,5,10018.85,4007.54,6011.31
DUMMY_EX_291790_000096,Staff,1970-06-26,2020-06-22,,54931.62,54931.62,54931.62,3,1647.95,1098.63,1647.95
DUMMY_EX_529766_000097,Staff,1974-02-18,2022-02-23,,61947.89,61947.89,61947.89,8,4955.83,1238.96,1858.44
DUMMY_EX_257856_000098,Staff,1959-09-28,2013-05-06,,69074.09,69074.09,69074.09,3,2072.22,1381.48,2072.22
DUMMY_EX_772885_000099,Staff,1986-12-03,2018-08-30,,53529.81,53529.81,53529.81,3,1605.89,1070.6,1605.89
DUMMY_EX_705912_000100,Staff,1962-12-13,2022-07-29,,62765.0,62765.0,62765.0,3,1882.95,1255.3,1882.95
